Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Cytoskeleton	-Immune System	1.136	1.395	1.683	0.7425	0.984	1.138	2.149	2.546	3.113	1.503	1.998	2.505
-Cell Motility	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Immune System	0.2106	0.3081	0.3794	0.1679	0.2253	0.2685	0.3161	0.5634	0.7425	0.2868	0.5304	0.6684
-Cell Communication	-Immune System	0.2039	0.3093	0.3682	0.133	0.2133	0.2406	0.374	0.4864	0.7931	0.3239	0.4783	0.7559
Metabolism	-Immune System	4.564	5.556	7.675	3.709	4.486	6.219	10.06	11.9	15.59	9.393	12.08	17.05
-Membrane Transport	-Immune System	0.06906	0.09114	0.1616	0.04646	0.06574	0.1277	0.06065	0.08299	0.129	0.05456	0.07233	0.09213
-Central Carbon Metabolism	-Immune System	0.3915	0.7107	0.903	0.3051	0.5315	0.887	1.254	2.317	4.51	1.274	2.351	4.625
-Energy Metabolism	-Immune System	0.1423	0.1993	0.2592	0.1264	0.1571	0.2283	0.6446	0.8406	1.105	0.7475	0.9261	1.171
-Biosynthesis	-Immune System	0.9787	1.214	1.792	0.7493	1.15	1.504	2.126	2.633	3.464	2.06	2.674	3.384
-Other Enzymes	-Immune System	2.723	3.027	4.089	2.144	2.436	3.29	4.708	5.733	7.368	4.299	5.784	8.531
Organismal Systems	-Immune System	1.644	1.844	1.934	1.493	1.594	1.795	1.821	2.256	2.535	1.668	2.018	2.288
-Immune System	-Immune System	1	1	1	1	1	1	1	1	1	1	1	1
-Endocrine System	-Immune System	0.08117	0.2221	0.2519	0.07495	0.144	0.2055	0.228	0.3998	0.4812	0.09949	0.2737	0.3834
-Circulatory System	-Immune System	0.009484	0.04201	0.06005	0.009729	0.03051	0.04175	0.06559	0.1174	0.1593	0.05698	0.1066	0.1369
-Digestive System	-Immune System	0.06069	0.1428	0.1508	0.04254	0.1042	0.1278	0.034	0.05811	0.1784	0.02348	0.03882	0.1742
-Excretory System	-Immune System	0.1042	0.1214	0.1853	0.07732	0.09116	0.1418	0.1967	0.2317	0.3724	0.1492	0.1856	0.293
-Nervous System	-Immune System	0.03417	0.1471	0.2245	0.02372	0.1152	0.1732	0.0492	0.1945	0.4588	0.03302	0.1791	0.386
-Sensory System	-Immune System	0	0.01604	0.02548	0	0.01382	0.01847	0	0.007154	0.02084	0	0.006918	0.01154
-Development	-Immune System	0.04302	0.1111	0.1776	0.03644	0.08876	0.1083	0.02564	0.07558	0.1163	0.025	0.07609	0.0907
-Environmental Adaptation	-Immune System	0	0.006443	0.05653	0	0.004372	0.07816	0	0.0183	0.1672	0	0.01485	0.1289
Human Diseases	-Immune System	1.445	1.797	2.66	1.12	1.575	2.279	2.559	3.654	5.472	2.14	3.436	4.994
-Cancers	-Immune System	0.2645	0.3566	0.4276	0.1925	0.2363	0.3003	0.1435	0.3391	0.537	0.1328	0.3132	0.5716
-Immune System Diseases	-Immune System	0.01018	0.08214	0.1999	0.006752	0.06217	0.1706	0.06805	0.137	0.1972	0.05479	0.09974	0.1689
-Neurodegenerative Diseases	-Immune System	0.2752	0.4745	0.9076	0.2287	0.3708	1.018	0.5499	1.253	2.69	0.566	1.041	2.423
-Cardiovascular Diseases	-Immune System	0.04423	0.1444	0.2453	0.01822	0.09412	0.1714	0.259	0.3426	0.8249	0.1267	0.1785	0.7013
-Metabolic Diseases	-Immune System	0	0	0.0449	0	0	0.03316	0	0	0.4065	0	0	0.5694
-Infectious Diseases	-Immune System	0.4511	0.7388	0.9309	0.3767	0.5957	0.8885	0.5094	0.9174	1.192	0.5039	0.9278	1.065
Not Mapped	-Immune System	5.243	6.118	7.768	4.691	5.698	7.231	7.057	8.11	9.456	6.115	7.367	9.029
-Not Mapped	-Immune System	5.243	6.118	7.768	4.691	5.698	7.231	7.057	8.11	9.456	6.115	7.367	9.029
TOTAL	-Endocrine System	98.69	120	235.6	115.6	145.9	302.9	98.71	117.6	188.6	112.9	165.3	237.3
MAPPED	-Endocrine System	76.94	93.56	183.7	88.81	112.1	232.8	81.65	97.28	156	94.02	137.6	197.6
Genetic Information Processing	-Endocrine System	30.34	37.02	72.11	36.49	46.96	94.7	32.17	39.1	62.59	37.75	51.5	79.16
-Transcription	-Endocrine System	3.981	4.861	9.257	4.538	5.782	12.01	4.079	4.759	7.878	4.633	6.46	9.511
-Translation	-Endocrine System	10.21	12.95	25.48	14.94	19.43	40.3	9.069	10.85	18.73	10.77	15.06	22.22
-Folding, Sorting and Degradation	-Endocrine System	9.568	12.09	23.76	9.888	13.59	26.15	14.41	16.9	27.1	16.52	22.37	34.32
-DNA Maintenance	-Endocrine System	6.575	7.291	14.14	6.859	8.155	16.24	4.614	6.019	8.881	5.822	7.61	13.43
-RNA Family	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Endocrine System	3.921	5.077	13.89	4.093	5.217	14.9	1.757	2.253	4.189	1.885	3.12	5.037
-Signal Transduction	-Endocrine System	0.7034	1.564	2.845	0.826	1.535	2.997	0.2385	0.7024	1.368	0.3579	0.9646	2.833
-Signaling Molecules and Interaction	-Endocrine System	2.561	4.05	11.04	2.64	4.188	8.812	1.149	1.518	2.129	1.386	1.969	2.575
Cellular Processes	-Endocrine System	10.5	13.58	23.44	10.78	14	27.72	9.866	11.54	17.34	10.23	14.74	21.45
-Cell structure	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Endocrine System	3.235	4.326	7.535	3.759	5.561	10.53	1.556	2.451	3.761	2.073	3.359	5.092
-Cytoskeleton	-Endocrine System	5.09	6.1	11.21	4.788	6.003	12.1	5.424	6.512	9.397	5.686	7.626	9.651
-Cell Motility	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Endocrine System	0.9715	1.383	2.039	0.9791	1.379	2.241	0.9687	1.386	1.816	1.099	2.081	2.883
-Cell Communication	-Endocrine System	0.8721	1.277	3.135	0.7956	1.164	2.818	0.9356	1.177	3.012	1.09	1.659	4.676
Metabolism	-Endocrine System	20.37	24.06	43.52	22.92	25.93	51.25	24.73	31.7	44.11	32.77	49.05	64.67
-Membrane Transport	-Endocrine System	0.2927	0.3836	0.8701	0.289	0.3601	1.046	0.1444	0.2514	0.3516	0.1712	0.2473	0.4277
-Central Carbon Metabolism	-Endocrine System	1.756	3.646	5.234	1.826	4.496	5.205	3.136	6.457	9.486	4.654	11.37	16.99
-Energy Metabolism	-Endocrine System	0.6962	0.9032	1.753	0.741	0.9645	1.778	1.532	2.204	3.514	2.217	3.225	4.926
-Biosynthesis	-Endocrine System	4.199	6.033	9.341	5.469	6.719	11.19	4.685	7.198	9.861	5.372	9.64	15.88
-Other Enzymes	-Endocrine System	10.85	12.74	26.75	11.99	14.36	30.89	10.26	14.67	21.08	12.95	22.22	33.7
Organismal Systems	-Endocrine System	5.578	8.139	15.36	6.545	9.336	19.92	4.771	5.036	9.373	5.454	6.195	11.07
-Immune System	-Endocrine System	2.653	4.485	9.135	3.646	5.984	11.62	1.889	2.352	4.144	2.605	3.206	5.523
-Endocrine System	-Endocrine System	1	1	1	1	1	1	1	1	1	1	1	1
-Circulatory System	-Endocrine System	0.04375	0.1668	0.4988	0.0754	0.1638	0.458	0.1625	0.2879	0.6264	0.1591	0.3067	0.846
-Digestive System	-Endocrine System	0.371	0.5988	1.556	0.362	0.5571	1.411	0.09824	0.1285	0.3708	0.1105	0.1601	0.4923
-Excretory System	-Endocrine System	0.4446	0.5192	1.532	0.4239	0.5455	1.476	0.4815	0.6482	0.8966	0.5486	0.7534	1.025
-Nervous System	-Endocrine System	0.1533	0.6141	1.698	0.1419	0.607	1.702	0.1231	0.4985	1.616	0.1207	0.6959	2.019
-Sensory System	-Endocrine System	0	0.07193	0.111	0	0.08267	0.119	0	0.01616	0.0444	0	0.02528	0.0398
-Development	-Endocrine System	0.1708	0.3767	1.477	0.2164	0.3849	1.184	0.0726	0.1428	0.4872	0.09936	0.2072	0.7648
-Environmental Adaptation	-Endocrine System	0	0.02786	0.2607	0	0.03252	0.3803	0	0.05009	0.4171	0	0.06581	0.4734
Human Diseases	-Endocrine System	5.387	8.09	16.46	5.743	9.202	22.08	5.753	8.748	17.61	5.937	11.82	22.91
-Cancers	-Endocrine System	0.8967	1.667	3.623	0.8363	1.406	2.966	0.4871	0.8483	1.498	0.5868	1.334	1.986
-Immune System Diseases	-Endocrine System	0.04568	0.2956	2.463	0.0404	0.377	1.982	0.1702	0.3743	0.5975	0.2002	0.4863	0.8295
-Neurodegenerative Diseases	-Endocrine System	1.239	1.727	7.092	1.352	2.445	11.68	1.294	4.214	11.15	1.815	5.694	12.23
-Cardiovascular Diseases	-Endocrine System	0.1898	0.4963	1.722	0.1412	0.4121	1.725	0.7029	0.9542	1.94	0.4655	0.7775	2.248
-Metabolic Diseases	-Endocrine System	0	0	0.2021	0	0	0.2303	0	0	1.017	0	0	2.081
-Infectious Diseases	-Endocrine System	2.023	3.326	5.097	2.254	4.271	6.999	1.593	2.201	4.024	1.955	2.935	5.374
Not Mapped	-Endocrine System	21.75	26.45	51.93	26.75	33.77	70.12	17.06	20.32	32.59	18.93	27.71	39.77
-Not Mapped	-Endocrine System	21.75	26.45	51.93	26.75	33.77	70.12	17.06	20.32	32.59	18.93	27.71	39.77
TOTAL	-Circulatory System	446.2	660.7	1856	439.6	796.7	1337	250.6	386	607.3	280.5	420.6	687
MAPPED	-Circulatory System	347.8	515.1	1447	337.8	612.3	1028	207.3	319.3	502.4	233.5	350.2	571.9
Genetic Information Processing	-Circulatory System	140.8	204.3	572.5	139.3	251.6	415.8	84.51	126.2	203.4	93.56	133.4	225.2
-Transcription	-Circulatory System	17.84	25.25	75.18	16.72	33.06	52.31	10.74	16.49	25.17	11.24	16.63	26.6
-Translation	-Circulatory System	47.09	70.18	200.2	59.21	103	176.8	23.26	37.13	57.77	25.87	39.64	63.27
-Folding, Sorting and Degradation	-Circulatory System	47.48	69.42	186.9	40.08	73.52	113.2	36.74	54.06	88.78	40.57	57.83	102
-DNA Maintenance	-Circulatory System	28.35	40.84	110.2	23.25	47.3	73.55	13.77	20.9	29.5	14.43	22.63	33.36
-RNA Family	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Circulatory System	17.93	28.15	77.1	18.05	32.05	52.14	3.84	7.584	10.81	3.853	7.959	11.85
-Signal Transduction	-Circulatory System	4.016	8.137	15.8	3.785	8.034	13.64	0.6099	2.593	3.883	0.8095	3.195	4.615
-Signaling Molecules and Interaction	-Circulatory System	13.29	20.68	61.31	10.67	22.5	41.41	3.225	4.949	7.006	3.044	5.12	7.284
Cellular Processes	-Circulatory System	43.86	68.37	210	40.81	76.32	113	21.92	37.02	61.01	22.58	37.45	64.29
-Cell structure	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Circulatory System	14.55	20.68	69.36	18.52	29.66	40.27	4.63	7.724	11.98	4.994	9.181	13.03
-Cytoskeleton	-Circulatory System	18.94	33.19	94.33	15.07	33.97	50.21	10.4	20.35	36.83	9.599	18.57	37.26
-Cell Motility	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Circulatory System	4.088	8.292	21.85	4.068	6.75	12.91	2.088	4.514	7.402	2.459	4.747	8.66
-Cell Communication	-Circulatory System	4.519	7.485	24.43	3.16	6.444	10.51	2.771	5.309	6.896	2.963	5.685	7.1
Metabolism	-Circulatory System	81.53	132.3	378.3	77.72	150.3	263.2	63.13	94.27	162.3	76.44	113.1	185.3
-Membrane Transport	-Circulatory System	1.45	2.654	4.863	1.617	2.788	4.074	0.4014	0.8883	1.015	0.5055	0.7623	0.9574
-Central Carbon Metabolism	-Circulatory System	6.622	16.99	57.09	4.596	15.56	45.26	8.799	19.12	38.93	10.22	22.35	50.01
-Energy Metabolism	-Circulatory System	2.079	5.442	13.97	1.779	5.794	10.07	4.508	7.898	9.423	5.639	9.54	13.58
-Biosynthesis	-Circulatory System	18.73	33.8	64.93	21.64	36.7	70.46	14.61	20.07	32.66	17.23	22.98	34.7
-Other Enzymes	-Circulatory System	47.54	80.93	237.4	45.58	83.75	134.3	32.21	45.84	63.94	39.63	53.78	81.42
Organismal Systems	-Circulatory System	27.96	44.18	118.1	25.4	52.78	88.08	12.26	18.03	29.08	13.08	18.73	29.75
-Immune System	-Circulatory System	14.61	22.77	66.35	14.07	31.91	51.02	4.836	7.996	12.94	5.956	9.361	16.4
-Endocrine System	-Circulatory System	1.186	5.553	15.46	1.211	6.071	10.49	1.515	3.367	6.095	1.049	2.435	4.802
-Circulatory System	-Circulatory System	1	1	1	1	1	1	1	1	1	1	1	1
-Digestive System	-Circulatory System	1.372	3.237	9.82	1.248	3.081	5.842	0.2957	0.4646	0.911	0.2475	0.4925	1.098
-Excretory System	-Circulatory System	1.738	4.077	9.4	1.296	3.565	5.634	1.035	2.068	3.286	1.06	1.832	3.164
-Nervous System	-Circulatory System	1.483	4.384	9.758	1.21	3.351	5.526	0.7502	1.678	3.203	0.5794	1.778	3.004
-Sensory System	-Circulatory System	0	0.3206	1.734	0	0.4197	0.9424	0	0.05315	0.1666	0	0.06433	0.1109
-Development	-Circulatory System	1.024	2.961	5.826	0.8729	2.536	5.145	0.2241	0.5386	1.692	0.2419	0.4888	1.592
-Environmental Adaptation	-Circulatory System	0	0.2	1.097	0	0.171	1.242	0	0.1475	1.05	0	0.1379	0.9417
Human Diseases	-Circulatory System	29.93	46.23	107.3	33.39	47.18	95.48	21.61	32.31	44.32	24.01	33.99	49.5
-Cancers	-Circulatory System	5.492	8.323	25.78	3.592	7.78	14.4	1.248	2.597	5.043	1.399	3.404	5.442
-Immune System Diseases	-Circulatory System	0.4419	2.486	5.128	0.3443	1.643	5.736	0.8035	1.155	1.624	0.6857	1.184	1.615
-Neurodegenerative Diseases	-Circulatory System	4.582	13.26	39.38	5.478	15.28	33.35	3.992	15.95	22.53	4.419	15	22.71
-Cardiovascular Diseases	-Circulatory System	0.7449	3.437	16.66	0.5049	2.412	6.914	1.523	3.004	6.251	0.919	2.155	5.475
-Metabolic Diseases	-Circulatory System	0	0	0.8214	0	0	1.016	0	0	5.166	0	0	9.019
-Infectious Diseases	-Circulatory System	9.906	19.66	42.86	12.88	20.02	45.34	5.582	7.644	10.09	6.071	8.686	13.46
Not Mapped	-Circulatory System	98.34	145.6	409.1	101.8	184.4	309.6	43.3	66.7	104.9	47.01	70.49	115.1
-Not Mapped	-Circulatory System	98.34	145.6	409.1	101.8	184.4	309.6	43.3	66.7	104.9	47.01	70.49	115.1
TOTAL	-Digestive System	137.8	218.9	424.9	173.7	236.1	533.6	275	802.8	1265	255.5	1002	1532
MAPPED	-Digestive System	107.5	170.6	331.3	133.5	181.5	410.1	227.5	664.1	1046	212.7	833.8	1275
Genetic Information Processing	-Digestive System	43.49	69.35	130.1	55.52	73.4	166.8	92.77	268.9	416.2	85.22	321.6	486
-Transcription	-Digestive System	5.512	8.512	16.7	6.875	8.954	21.15	11.79	33.27	52.82	10.24	40.34	60.56
-Translation	-Digestive System	14.55	23.82	44.59	22.65	30.27	71	25.53	76.36	120.6	23.57	94.07	144.4
-Folding, Sorting and Degradation	-Digestive System	14.67	23.56	41.92	16.23	22.11	46.07	40.33	117.4	172	36.95	139.3	198.6
-DNA Maintenance	-Digestive System	8.759	13.45	24.55	9.756	12.92	28.6	15.12	38.52	59.55	14.46	47.52	76.27
-RNA Family	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Digestive System	5.539	9.131	20.26	6.087	8.666	23.75	4.215	15.07	22.99	3.51	16.53	27.67
-Signal Transduction	-Digestive System	1.108	2.401	5.194	1.229	2.415	5.28	0.6694	5.391	7.436	0.7373	7.368	10.21
-Signaling Molecules and Interaction	-Digestive System	4.298	6.497	15.07	4.858	5.933	17.73	3.546	10.65	15.64	2.772	11.61	17.46
Cellular Processes	-Digestive System	13.55	22.65	42.26	15.47	21.88	48.84	24.06	80.64	117.4	20.56	83.67	130.7
-Cell structure	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Digestive System	4.495	7.063	13.59	6.134	8.642	18.55	5.082	14.57	25.24	4.549	15.98	32.69
-Cytoskeleton	-Digestive System	5.851	11.21	19.63	5.929	8.604	21.32	11.41	45.77	63.74	8.742	45.04	64.03
-Cell Motility	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Digestive System	1.263	2.536	3.506	1.409	2.262	3.947	2.292	9.295	13.49	2.24	12.22	16.04
-Cell Communication	-Digestive System	1.85	2.276	4.003	1.466	1.997	3.888	2.567	8.253	18.09	2.214	9.077	19.47
Metabolism	-Digestive System	25.19	38.52	78.49	29.61	45.06	90.29	66.7	214	295.7	69.37	285.7	400
-Membrane Transport	-Digestive System	0.4481	0.7641	1.569	0.4373	0.6926	1.843	0.4319	1.208	3.347	0.4604	1.448	2.937
-Central Carbon Metabolism	-Digestive System	3.242	5.134	9.517	2.555	7.747	12.42	11.31	49.7	77.15	12.24	77.98	91.67
-Energy Metabolism	-Digestive System	1.027	1.422	2.555	0.9888	1.723	2.998	6.157	13.64	26.05	5.136	19.04	28.6
-Biosynthesis	-Digestive System	5.786	11.47	16.14	7.023	11.58	19.71	16.03	47.51	63.05	15.69	53.82	78.22
-Other Enzymes	-Digestive System	14.69	24.18	48.24	17.12	25.18	54.42	27.67	98.66	141.4	28.43	122.1	183.1
Organismal Systems	-Digestive System	9.502	12.88	22.71	12.43	15.08	30.58	13.46	38.3	51.26	11.92	41.45	54.43
-Immune System	-Digestive System	5.152	6.926	12.13	7.457	9.412	19.19	5.309	17.11	25.29	5.424	19.82	28.43
-Endocrine System	-Digestive System	0.6194	1.582	2.61	0.6733	1.762	2.752	1.752	7.396	8.133	1.077	4.692	8.869
-Circulatory System	-Digestive System	0.06643	0.3041	0.542	0.09157	0.3007	0.6008	0.7765	1.726	3.298	0.6133	1.735	3.642
-Digestive System	-Digestive System	1	1	1	1	1	1	1	1	1	1	1	1
-Excretory System	-Digestive System	0.5368	0.9138	3.053	0.5855	0.857	2.967	1.136	4.452	6.936	0.9654	4.811	7.015
-Nervous System	-Digestive System	0.3888	0.9936	2.376	0.3004	1.085	1.812	0.8772	2.86	6.819	0.9251	2.758	6.624
-Sensory System	-Digestive System	0	0.1195	0.1825	0	0.1221	0.178	0	0.1286	0.3586	0	0.1867	0.26
-Development	-Digestive System	0.2852	0.9147	1.524	0.3973	0.8138	1.282	0.5912	1.111	2.258	0.4452	1.015	2.541
-Environmental Adaptation	-Digestive System	0	0.04387	0.3959	0	0.04547	0.6827	0	0.4075	2.486	0	0.3827	2.135
Human Diseases	-Digestive System	10.19	14.06	21.81	11.18	15.8	26.75	23.72	62.89	80.46	21.87	75.18	94.34
-Cancers	-Digestive System	2.244	2.625	4.38	1.941	2.301	4.675	1.596	5.181	9.069	1.527	5.654	9.537
-Immune System Diseases	-Digestive System	0.1159	0.7559	1.583	0.08553	0.6641	1.335	1.047	2.047	3.029	0.9162	2.311	2.771
-Neurodegenerative Diseases	-Digestive System	2.083	3.339	7.187	2.546	4.388	8.494	12.02	20.83	39.98	11.49	23.95	40.12
-Cardiovascular Diseases	-Digestive System	0.2301	0.9574	2.773	0.1639	0.9029	2.723	1.672	6.549	14.37	0.837	5.398	13.6
-Metabolic Diseases	-Digestive System	0	0	0.4069	0	0	0.4601	0	0	8.092	0	0	15.95
-Infectious Diseases	-Digestive System	3.061	5.477	8.965	4.599	7.158	11.43	5.936	13.33	22.14	5.327	17.63	28.92
Not Mapped	-Digestive System	30.38	48.24	93.66	40.22	54.66	123.5	47.53	138.7	218.5	42.82	167.9	256.7
-Not Mapped	-Digestive System	30.38	48.24	93.66	40.22	54.66	123.5	47.53	138.7	218.5	42.82	167.9	256.7
TOTAL	-Excretory System	126.3	207.7	280.1	136	237.4	339.1	142.8	182.3	236.2	173.7	217.2	264.7
MAPPED	-Excretory System	98.47	162	218.3	104.5	182.4	260.6	118.1	150.8	195.4	144.6	180.8	220.3
Genetic Information Processing	-Excretory System	39.31	63.85	87.79	42.69	73.8	107.4	46.68	60.5	81.21	55.91	71.2	88.27
-Transcription	-Excretory System	5.433	8.26	11.09	5.64	9.284	12.9	6.141	7.615	9.862	6.968	8.464	10.61
-Translation	-Excretory System	13.17	21.49	30.96	17.66	31.38	45.68	13.52	18.1	22.47	16.57	20.16	24.41
-Folding, Sorting and Degradation	-Excretory System	12.38	21.41	29.45	11.42	20.29	30.92	19.29	26.2	35.51	22.85	30.59	38.28
-DNA Maintenance	-Excretory System	8.04	13.84	16.32	7.968	13.27	17.94	7.718	8.584	12.5	8.954	10.87	13.78
-RNA Family	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Excretory System	5.983	8.437	12.61	5.822	9.86	12.46	2.578	3.667	4.374	2.9	3.635	4.872
-Signal Transduction	-Excretory System	1.403	2.311	3.412	1.475	1.99	3.69	0.392	1.182	1.551	0.5504	1.459	1.856
-Signaling Molecules and Interaction	-Excretory System	4.449	6.522	8.525	4.347	7.138	8.456	1.754	2.393	2.823	2.009	2.551	2.926
Cellular Processes	-Excretory System	12.48	22.47	29.18	12.7	22.35	31.49	13.17	17.9	23.81	15.04	20.44	24.12
-Cell structure	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Excretory System	4.45	7.36	9.731	5.368	8.661	13.12	2.569	3.639	4.619	3.187	4.66	5.849
-Cytoskeleton	-Excretory System	5.798	10.71	12.53	5.354	9.603	11.62	7.413	9.841	13.63	7.781	9.127	11.82
-Cell Motility	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Excretory System	1.052	2.353	3.051	1.027	2.292	3.139	1.34	2.182	3.205	1.689	2.591	3.688
-Cell Communication	-Excretory System	1.182	2.024	3.151	0.9533	1.865	2.97	1.306	1.977	3.481	1.565	2.174	4.074
Metabolism	-Excretory System	25.71	42.87	51.96	29.26	46.72	57.14	41.88	45.58	55.09	50.4	59.38	72.12
-Membrane Transport	-Excretory System	0.514	0.6274	1.331	0.5527	0.5997	1.429	0.2081	0.3754	0.4944	0.2633	0.3379	0.4692
-Central Carbon Metabolism	-Excretory System	2.708	5.618	7.365	3.016	5.975	9.968	6.375	9.961	14.48	7.064	12.68	18.2
-Energy Metabolism	-Excretory System	0.7546	1.566	1.883	0.735	1.748	2.041	2.406	3.249	4.769	3.291	4.293	6.539
-Biosynthesis	-Excretory System	5.286	9.999	14.58	6.644	10.6	18.36	7.071	9.939	14.77	8.262	12.73	17.43
-Other Enzymes	-Excretory System	15.8	23.98	30.63	18.14	26.33	30.08	17.08	22.16	30.13	19.92	29.12	37.39
Organismal Systems	-Excretory System	6.707	14.21	17.7	7.497	16.51	20.14	5.749	8.86	11.04	6.262	9.404	12.34
-Immune System	-Excretory System	3.584	8.043	9.468	4.705	10.86	12.74	2.593	4.24	4.865	3.271	5.152	6.071
-Endocrine System	-Excretory System	0.5907	1.662	2.105	0.5937	1.593	2.142	0.9666	1.423	2.032	0.6041	1.31	1.78
-Circulatory System	-Excretory System	0.0727	0.2152	0.5506	0.1201	0.2151	0.5257	0.2671	0.4226	0.7362	0.2446	0.422	0.9171
-Digestive System	-Excretory System	0.2953	1.016	1.421	0.2452	1.037	1.62	0.1121	0.2021	0.7701	0.115	0.2024	0.8974
-Excretory System	-Excretory System	1	1	1	1	1	1	1	1	1	1	1	1
-Nervous System	-Excretory System	0.2952	1.254	1.808	0.2602	1.011	1.938	0.2502	0.7093	2.121	0.1831	0.9227	2.169
-Sensory System	-Excretory System	0	0.06898	0.2099	0	0.08244	0.2077	0	0.03178	0.08057	0	0.03706	0.04038
-Development	-Excretory System	0.273	0.7103	1.704	0.1714	0.7031	1.318	0.08288	0.2251	0.5767	0.1014	0.3137	0.5031
-Environmental Adaptation	-Excretory System	0	0.05307	0.4333	0	0.0518	0.7078	0	0.07194	0.5724	0	0.07486	0.6203
Human Diseases	-Excretory System	6.44	13.84	21.39	6.558	14.66	28.2	8.052	14.19	23.79	9.131	18.55	25.73
-Cancers	-Excretory System	1.435	2.708	4.016	1.563	2.555	3.316	0.6084	1.229	2.132	0.806	1.586	2.277
-Immune System Diseases	-Excretory System	0.08798	0.3256	1.608	0.07406	0.4444	1.852	0.346	0.4459	0.9219	0.3039	0.4962	0.9491
-Neurodegenerative Diseases	-Excretory System	0.9861	3.446	7.3	1.076	3.895	11.79	1.477	5.986	12.43	1.852	5.609	15.84
-Cardiovascular Diseases	-Excretory System	0.2653	0.9522	1.973	0.2224	0.7969	1.861	1.15	1.472	2.535	0.7159	0.8765	2.854
-Metabolic Diseases	-Excretory System	0	0	0.3963	0	0	0.3947	0	0	2.067	0	0	3.158
-Infectious Diseases	-Excretory System	2.648	5.529	7.487	2.803	6.471	9.933	2.305	3.89	5.395	2.714	4.78	6.069
Not Mapped	-Excretory System	27.84	45.79	61.73	31.49	54.95	78.5	24.67	31.5	40.82	29.11	36.39	44.36
-Not Mapped	-Excretory System	27.84	45.79	61.73	31.49	54.95	78.5	24.67	31.5	40.82	29.11	36.39	44.36
TOTAL	-Nervous System	116	165.7	270.4	134.9	189.1	330.8	107	176.2	495.3	115.9	171.2	689.3
MAPPED	-Nervous System	90.46	129.2	210.8	103.7	145.3	254.2	88.54	145.8	409.7	96.49	142.5	573.8
Genetic Information Processing	-Nervous System	36.37	50.93	84.15	42.73	59.69	103.8	35.5	57.35	161.9	37.55	55.01	218.6
-Transcription	-Nervous System	4.595	6.686	11.63	5.015	7.783	13.72	4.471	7.272	21.3	4.614	6.725	27.25
-Translation	-Nervous System	12.83	17.14	28.19	17.96	25.01	42.96	9.934	16.17	46.9	11.01	15.49	64.96
-Folding, Sorting and Degradation	-Nervous System	12.2	16.06	26.51	12.3	16.5	27.78	15.69	25.68	66.92	17	24.26	89.35
-DNA Maintenance	-Nervous System	6.748	11.04	17.82	7.134	10.48	19.38	4.824	8.225	26.82	4.938	8.526	37.09
-RNA Family	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Nervous System	5.226	8.02	12.81	5.136	9.566	14.16	1.64	3.603	8.943	1.676	3.339	12.45
-Signal Transduction	-Nervous System	1.115	1.676	3.284	1.152	1.761	3.586	0.2605	1.09	2.859	0.3521	1.378	4.593
-Signaling Molecules and Interaction	-Nervous System	3.031	6.158	9.525	3.275	6.732	10.57	1.12	2.373	6.084	1.092	2.195	7.857
Cellular Processes	-Nervous System	12.09	17.62	26.72	12.52	19.83	30.89	9.122	17.59	45.69	9.098	15.71	58.81
-Cell structure	-Nervous System	0	0	0	0	0	0	0	0	0	0	0	0
