Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Cell Communication	Human Diseases	0	0	0	0	0	0	0	0	0
Metabolism	Human Diseases	17.17	39.93	96.67	20.07	64.44	82.66	15.55	36.73	134.8
-Membrane Transport	Human Diseases	3.109	7.75	18.22	4.056	13.48	16.69	3.169	7.475	27.03
-Central Carbon Metabolism	Human Diseases	2.238	6.784	13.67	2.634	8.822	11.59	1.53	4.12	15.92
-Energy Metabolism	Human Diseases	1.074	3.518	8.891	0.8994	3.2	4.352	0.7474	1.82	7.744
-Biosynthesis	Human Diseases	4.666	11.44	28.06	5.819	18.65	24.31	4.201	9.673	44.31
-Other Enzymes	Human Diseases	5.977	12.23	32.93	6.342	17.52	24.89	4.447	13.02	38.7
Organismal Systems	Human Diseases	0	0.003842	0.02103	0	0.005175	0.03117	0	0.001946	0.01574
-Immune System	Human Diseases	0	0	0	0	0	0	0	0	0
-Endocrine System	Human Diseases	0	0	0.01139	0	0	0.005175	0	0	0.007377
-Circulatory System	Human Diseases	0	0	0	0	0	0	0	0	0
-Digestive System	Human Diseases	0	0	0.0003582	0	0	0.0139	0	0	1.43e-06
-Excretory System	Human Diseases	0	0	0.004237	0	0	0.01208	0	0	0.002303
-Nervous System	Human Diseases	0	0	0	0	0	0	0	0	0
-Sensory System	Human Diseases	0	0	0	0	0	0	0	0	0
-Development	Human Diseases	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Human Diseases	0	0	0.001684	0	0	0.00143	0	0	0.0009115
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0	0.002225	0.01505	0	0.004757	0.01947	0	0.001728	0.01551
-Immune System Diseases	Human Diseases	0	0	0.0165	0	0	0.009527	0	0	0.02209
-Neurodegenerative Diseases	Human Diseases	0	0.0002607	0.4731	0	0.015	0.6604	0	0.0001057	0.4209
-Cardiovascular Diseases	Human Diseases	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Human Diseases	0	0	0.6673	0	0	0.4053	0	0	0.828
-Infectious Diseases	Human Diseases	0.06809	0.5015	0.9955	0.2086	0.5851	0.985	0.05337	0.5611	0.9972
Not Mapped	Human Diseases	6.068	13.84	33.89	6.833	21.38	27.61	4.467	10.6	38.49
-Not Mapped	Human Diseases	6.068	13.84	33.89	6.833	21.38	27.61	4.467	10.6	38.49
TOTAL	-Cancers	21230	36100	Inf	8339	12950	Inf	18000	31920	Inf
MAPPED	-Cancers	19470	33120	Inf	7306	11340	Inf	16450	29160	Inf
Genetic Information Processing	-Cancers	12610	21490	Inf	3059	4792	Inf	9486	16740	Inf
-Transcription	-Cancers	355.9	610	Inf	185.4	306.4	Inf	336.1	600.9	Inf
-Translation	-Cancers	10640	18090	Inf	2291	3560	Inf	7765	13790	Inf
-Folding, Sorting and Degradation	-Cancers	1178	2031	Inf	404.4	637.1	Inf	1089	1843	Inf
-DNA Maintenance	-Cancers	440.9	673.3	Inf	178.4	267.6	Inf	296	495.5	Inf
-RNA Family	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Cancers	216.6	397	Inf	74.91	125	Inf	176	328.4	Inf
-Signal Transduction	-Cancers	68.54	145.1	Inf	40.33	71.28	Inf	67.7	136.4	Inf
-Signaling Molecules and Interaction	-Cancers	148.1	251.9	Inf	34.58	53.69	Inf	108.3	192.1	Inf
Cellular Processes	-Cancers	1585	2670	Inf	1027	1584	Inf	1267	2242	Inf
-Cell structure	-Cancers	1482	2521	Inf	957.1	1486	Inf	1193	2115	Inf
-Crystallins	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Cancers	0.843	1.434	Inf	28.54	44.3	Inf	1.106	1.96	Inf
-Vesicular Transport	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Cytoskeleton	-Cancers	34.45	58.58	Inf	16.64	25.83	Inf	31.33	55.55	Inf
-Cell Motility	-Cancers	3.999	19.28	Inf	2.43	8.726	Inf	1.282	4.432	Inf
-Cell Growth and Death	-Cancers	48.15	80.43	Inf	15.85	23.94	Inf	38.69	67.36	Inf
-Cell Communication	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Cancers	5007	8442	Inf	3103	4780	Inf	5476	9640	Inf
-Membrane Transport	-Cancers	943.5	1532	Inf	630.7	969.6	Inf	1130	1953	Inf
-Central Carbon Metabolism	-Cancers	647.8	1179	Inf	394.3	671.8	Inf	548.8	1130	Inf
-Energy Metabolism	-Cancers	460.5	561.6	Inf	176.4	286.8	Inf	332.3	486.5	Inf
-Biosynthesis	-Cancers	1454	2381	Inf	980.7	1366	Inf	1971	3348	Inf
-Other Enzymes	-Cancers	1502	2904	Inf	920.8	1489	Inf	1493	2872	Inf
Organismal Systems	-Cancers	0	1.727	Inf	0	2.179	Inf	0	1.126	Inf
-Immune System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Cancers	0	0.757	NaN	0	0.3007	NaN	0	0.5276	NaN
-Circulatory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	-Cancers	0	0	Inf	0	0	Inf	0	0	Inf
-Nervous System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
Human Diseases	-Cancers	51.8	222.1	Inf	41.77	102.7	Inf	42.91	358.1	Inf
-Cancers	-Cancers	1	1	NaN	1	1	NaN	1	1	NaN
-Immune System Diseases	-Cancers	0	0	Inf	0	0	Inf	0	0	Inf
-Neurodegenerative Diseases	-Cancers	0	0.05622	Inf	0	1.126	Inf	0	0.03681	Inf
-Cardiovascular Diseases	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Cancers	0	31.56	NaN	0	18.17	NaN	0	25.83	NaN
-Infectious Diseases	-Cancers	7.731	131.1	Inf	28.67	67.18	Inf	12.45	156.6	Inf
Not Mapped	-Cancers	1754	2984	Inf	1033	1604	Inf	1553	2753	Inf
-Not Mapped	-Cancers	1754	2984	Inf	1033	1604	Inf	1553	2753	Inf
TOTAL	-Immune System Diseases	16990	Inf	Inf	12650	Inf	Inf	14490	Inf	Inf
MAPPED	-Immune System Diseases	15590	Inf	Inf	11080	Inf	Inf	13240	Inf	Inf
Genetic Information Processing	-Immune System Diseases	10080	Inf	Inf	4623	Inf	Inf	7624	Inf	Inf
-Transcription	-Immune System Diseases	377.8	Inf	Inf	305	Inf	Inf	305.4	Inf	Inf
-Translation	-Immune System Diseases	8525	Inf	Inf	3485	Inf	Inf	6267	Inf	Inf
-Folding, Sorting and Degradation	-Immune System Diseases	888.6	Inf	Inf	578.7	Inf	Inf	835.6	Inf	Inf
-DNA Maintenance	-Immune System Diseases	286.6	Inf	Inf	254.4	Inf	Inf	215.5	Inf	Inf
-RNA Family	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Immune System Diseases	187.5	Inf	Inf	128.3	Inf	Inf	154	Inf	Inf
-Signal Transduction	-Immune System Diseases	68.91	Inf	Inf	75.87	Inf	Inf	66.74	Inf	Inf
-Signaling Molecules and Interaction	-Immune System Diseases	118.6	Inf	Inf	52.46	Inf	Inf	87.22	Inf	Inf
Cellular Processes	-Immune System Diseases	1252	Inf	Inf	1543	Inf	Inf	1014	Inf	Inf
-Cell structure	-Immune System Diseases	1187	Inf	Inf	1452	Inf	Inf	960.5	Inf	Inf
-Crystallins	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Immune System Diseases	0.6749	Inf	Inf	43.29	Inf	Inf	0.89	Inf	Inf
-Vesicular Transport	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Immune System Diseases	27.58	Inf	Inf	25.24	Inf	Inf	25.22	Inf	Inf
-Cell Motility	-Immune System Diseases	2.437	Inf	Inf	3.707	Inf	Inf	0.571	Inf	Inf
-Cell Growth and Death	-Immune System Diseases	32.97	Inf	Inf	18.33	Inf	Inf	25.75	Inf	Inf
-Cell Communication	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Immune System Diseases	3953	Inf	Inf	4615	Inf	Inf	4331	Inf	Inf
-Membrane Transport	-Immune System Diseases	724.6	Inf	Inf	953.1	Inf	Inf	881.4	Inf	Inf
-Central Carbon Metabolism	-Immune System Diseases	571	Inf	Inf	628.8	Inf	Inf	485.8	Inf	Inf
-Energy Metabolism	-Immune System Diseases	223.6	Inf	Inf	155.3	Inf	Inf	178.8	Inf	Inf
-Biosynthesis	-Immune System Diseases	1046	Inf	Inf	1236	Inf	Inf	1094	Inf	Inf
-Other Enzymes	-Immune System Diseases	1388	Inf	Inf	1642	Inf	Inf	1575	Inf	Inf
Organismal Systems	-Immune System Diseases	0.03867	Inf	Inf	0.4868	Inf	Inf	0.0001825	Inf	Inf
-Immune System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Excretory System	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Immune System Diseases	45.72	Inf	Inf	104.3	Inf	Inf	42.55	Inf	Inf
-Cancers	-Immune System Diseases	0	Inf	Inf	0	Inf	Inf	0	Inf	Inf
-Immune System Diseases	-Immune System Diseases	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Neurodegenerative Diseases	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Immune System Diseases	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Immune System Diseases	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Immune System Diseases	16.52	Inf	Inf	36.02	Inf	Inf	6.293	Inf	Inf
Not Mapped	-Immune System Diseases	1404	Inf	Inf	1568	Inf	Inf	1250	Inf	Inf
-Not Mapped	-Immune System Diseases	1404	Inf	Inf	1568	Inf	Inf	1250	Inf	Inf
TOTAL	-Neurodegenerative Diseases	169.8	642100	Inf	93.25	11500	Inf	131	867000	Inf
MAPPED	-Neurodegenerative Diseases	155.8	589000	Inf	81.69	10070	Inf	119.7	792300	Inf
Genetic Information Processing	-Neurodegenerative Diseases	99.54	382300	Inf	34.07	4228	Inf	67.4	454900	Inf
-Transcription	-Neurodegenerative Diseases	2.845	11480	Inf	2.162	272.1	Inf	2.407	17310	Inf
-Translation	-Neurodegenerative Diseases	84.93	321100	Inf	25.61	3152	Inf	56.42	373200	Inf
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	8.199	36130	Inf	4.078	565.9	Inf	6.402	50060	Inf
-DNA Maintenance	-Neurodegenerative Diseases	2.864	11970	Inf	1.875	238.6	Inf	1.948	14000	Inf
-RNA Family	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Neurodegenerative Diseases	1.746	7061	Inf	0.8391	115.8	Inf	1.293	9250	Inf
-Signal Transduction	-Neurodegenerative Diseases	0.5604	2581	Inf	0.4493	68.07	Inf	0.5041	4032	Inf
-Signaling Molecules and Interaction	-Neurodegenerative Diseases	1.185	4480	Inf	0.3867	47.68	Inf	0.7885	5219	Inf
Cellular Processes	-Neurodegenerative Diseases	12.49	47320	Inf	11.37	1404	Inf	9.155	60770	Inf
-Cell structure	-Neurodegenerative Diseases	11.86	44850	Inf	10.7	1320	Inf	8.683	57470	Inf
-Crystallins	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Neurodegenerative Diseases	0.006743	25.5	Inf	0.3191	39.35	Inf	0.008046	53.25	Inf
-Vesicular Transport	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Cytoskeleton	-Neurodegenerative Diseases	0.2755	1042	Inf	0.1861	22.94	Inf	0.228	1509	Inf
-Cell Motility	-Neurodegenerative Diseases	0.01935	141.4	Inf	0.01774	3.99	Inf	0.00526	120.4	Inf
-Cell Growth and Death	-Neurodegenerative Diseases	0.3262	1292	Inf	0.1345	18.01	Inf	0.23	1636	Inf
-Cell Communication	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Neurodegenerative Diseases	38.45	151500	Inf	33.21	4266	Inf	38.39	262100	Inf
-Membrane Transport	-Neurodegenerative Diseases	7.03	28060	Inf	6.727	864.1	Inf	7.968	53120	Inf
-Central Carbon Metabolism	-Neurodegenerative Diseases	4.732	21870	Inf	4.491	644	Inf	3.636	30940	Inf
-Energy Metabolism	-Neurodegenerative Diseases	2.235	11940	Inf	1.145	224.6	Inf	1.617	14960	Inf
-Biosynthesis	-Neurodegenerative Diseases	10.45	38540	Inf	9.113	1243	Inf	9.894	91490	Inf
-Other Enzymes	-Neurodegenerative Diseases	12.64	51650	Inf	10.81	1285	Inf	11.25	75200	Inf
Organismal Systems	-Neurodegenerative Diseases	0	16.25	Inf	0	0.8054	Inf	0	16.25	Inf
-Immune System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Neurodegenerative Diseases	0	13.46	NaN	0	0.2671	NaN	0	14.33	NaN
-Circulatory System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Neurodegenerative Diseases	0	0.0002645	NaN	0	0.007001	NaN	0	1.259e-06	NaN
-Excretory System	-Neurodegenerative Diseases	0	16.25	NaN	0	0.8054	NaN	0	16.25	NaN
-Nervous System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Human Diseases	-Neurodegenerative Diseases	1.175	2019	Inf	1.273	62.11	Inf	1.066	5191	Inf
-Cancers	-Neurodegenerative Diseases	0	17.79	Inf	0	0.8882	Inf	0	27.17	Inf
-Immune System Diseases	-Neurodegenerative Diseases	0	0.009992	NaN	0	0.007371	NaN	0	0.00904	NaN
-Neurodegenerative Diseases	-Neurodegenerative Diseases	1	1	NaN	1	1	NaN	1	1	NaN
-Cardiovascular Diseases	-Neurodegenerative Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Neurodegenerative Diseases	0	0.4927	NaN	0	0.1881	NaN	0	0.7289	NaN
-Infectious Diseases	-Neurodegenerative Diseases	0.1651	1137	Inf	0.2655	59.67	Inf	0.05689	1869	Inf
Not Mapped	-Neurodegenerative Diseases	14.03	53070	Inf	11.56	1425	Inf	11.3	74780	Inf
-Not Mapped	-Neurodegenerative Diseases	14.03	53070	Inf	11.56	1425	Inf	11.3	74780	Inf
TOTAL	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Cardiovascular Diseases	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Cardiovascular Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Cardiovascular Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cardiovascular Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Metabolic Diseases	344.6	1144	Inf	495.7	712.5	Inf	179.7	1236	Inf
MAPPED	-Metabolic Diseases	316.2	1049	Inf	434.3	624.2	Inf	164.2	1129	Inf
Genetic Information Processing	-Metabolic Diseases	204.3	679.6	Inf	182.3	261.3	Inf	93.7	651.1	Inf
-Transcription	-Metabolic Diseases	5.775	19.29	Inf	11.5	17.13	Inf	3.301	23.26	Inf
-Translation	-Metabolic Diseases	172.2	573.2	Inf	135.8	195.9	Inf	77.33	533	Inf
-Folding, Sorting and Degradation	-Metabolic Diseases	18.04	63.47	Inf	23.97	34.55	Inf	9.644	74.74	Inf
-DNA Maintenance	-Metabolic Diseases	6.427	23.76	Inf	10.29	15.25	Inf	2.9	20.32	Inf
-RNA Family	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Metabolic Diseases	3.73	11.76	Inf	4.858	6.4	Inf	1.875	12.19	Inf
-Signal Transduction	-Metabolic Diseases	1.324	3.774	Inf	2.77	3.445	Inf	0.7932	4.754	Inf
-Signaling Molecules and Interaction	-Metabolic Diseases	2.405	7.981	Inf	2.056	2.955	Inf	1.082	7.436	Inf
Cellular Processes	-Metabolic Diseases	25.36	85.43	Inf	60.41	87.74	Inf	12.56	86.97	Inf
-Cell structure	-Metabolic Diseases	24.07	79.89	Inf	56.9	81.78	Inf	11.91	81.89	Inf
-Crystallins	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Metabolic Diseases	0.01369	0.04543	Inf	1.696	2.438	Inf	0.01104	0.07588	Inf
-Vesicular Transport	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Cytoskeleton	-Metabolic Diseases	0.5593	1.856	Inf	0.9891	1.422	Inf	0.3128	2.15	Inf
-Cell Motility	-Metabolic Diseases	0.03382	1.039	Inf	0.08767	0.7455	Inf	0.005405	0.1942	Inf
-Cell Growth and Death	-Metabolic Diseases	0.6837	2.595	Inf	0.7454	1.354	Inf	0.3243	2.656	Inf
-Cell Communication	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Metabolic Diseases	78.04	269.8	Inf	176.5	265.1	Inf	52.67	375.9	Inf
-Membrane Transport	-Metabolic Diseases	14.27	50.85	Inf	35.76	53.88	Inf	10.99	77.58	Inf
-Central Carbon Metabolism	-Metabolic Diseases	9.604	35.75	Inf	21.77	34.03	Inf	4.988	40.83	Inf
-Energy Metabolism	-Metabolic Diseases	4.957	24.82	Inf	7.958	15.82	Inf	2.436	22.81	Inf
-Biosynthesis	-Metabolic Diseases	21.71	78.33	Inf	50.39	83.79	Inf	13.69	135.3	Inf
-Other Enzymes	-Metabolic Diseases	25.65	93.85	Inf	55.38	81.95	Inf	15.73	106.1	Inf
Organismal Systems	-Metabolic Diseases	0	0.02399	Inf	0	0.08345	Inf	0	0.02043	Inf
-Immune System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Metabolic Diseases	0	0.007227	NaN	0	0.01151	NaN	0	0.002971	NaN
-Circulatory System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Metabolic Diseases	0	0.0005368	NaN	0	0.03722	NaN	0	1.727e-06	NaN
-Excretory System	-Metabolic Diseases	0	0.008722	NaN	0	0.03472	NaN	0	0.003368	NaN
-Nervous System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Metabolic Diseases	0	0.02399	NaN	0	0.01655	NaN	0	0.02043	NaN
Human Diseases	-Metabolic Diseases	1.084	15.58	Inf	2.225	12.92	Inf	1.076	23.85	Inf
-Cancers	-Metabolic Diseases	0	0.05389	NaN	0	0.08544	NaN	0	0.06864	NaN
-Immune System Diseases	-Metabolic Diseases	0	0.04606	NaN	0	0.034	NaN	0	0.06508	NaN
-Neurodegenerative Diseases	-Metabolic Diseases	0	6.735	NaN	0	7.579	NaN	0	9.43	NaN
-Cardiovascular Diseases	-Metabolic Diseases	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Metabolic Diseases	1	1	NaN	1	1	NaN	1	1	NaN
-Infectious Diseases	-Metabolic Diseases	0.0738	7.814	Inf	1.143	4.288	Inf	0.07011	13.39	Inf
Not Mapped	-Metabolic Diseases	28.48	94.54	Inf	61.43	88.3	Inf	15.5	106.6	Inf
-Not Mapped	-Metabolic Diseases	28.48	94.54	Inf	61.43	88.3	Inf	15.5	106.6	Inf
TOTAL	-Infectious Diseases	146.4	414.7	1029	127.3	257	351.2	89.37	463.9	2303
MAPPED	-Infectious Diseases	134.3	380.4	943.7	111.5	225.2	307.7	81.66	423.9	2104
Genetic Information Processing	-Infectious Diseases	85.79	247.4	610.1	46.4	95.97	128.3	46.2	245.6	1212
-Transcription	-Infectious Diseases	2.468	8.652	22.87	2.777	6.468	8.468	1.609	8.362	48.54
-Translation	-Infectious Diseases	73.35	207.9	516.1	35.16	70.73	96.74	38.73	200.4	995.9
-Folding, Sorting and Degradation	-Infectious Diseases	7.067	24.31	53.8	6	13.88	16.61	4.51	30.5	132.8
-DNA Maintenance	-Infectious Diseases	2.867	6.507	17.35	2.464	4.835	7.5	1.209	6.396	34.25
-RNA Family	-Infectious Diseases	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Infectious Diseases	1.504	4.501	11.35	1.229	2.358	3.563	0.9107	4.629	24.47
-Signal Transduction	-Infectious Diseases	0.483	1.608	4.172	0.7008	1.292	2.106	0.3551	1.837	10.61
-Signaling Molecules and Interaction	-Infectious Diseases	1.021	2.894	7.178	0.5278	1.066	1.456	0.5379	2.792	13.86
Cellular Processes	-Infectious Diseases	10.77	30.66	75.77	15.7	31.46	42.84	6.307	32.45	161.2
-Cell structure	-Infectious Diseases	10.22	28.96	71.85	14.61	29.5	40.31	5.924	30.75	152.6
-Crystallins	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Stress Response	-Infectious Diseases	0.005814	0.01647	0.04086	0.4355	0.8796	1.202	0.005489	0.02849	0.1414
-Vesicular Transport	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Infectious Diseases	0.2376	0.673	1.669	0.254	0.5129	0.7008	0.1555	0.8073	4.008
-Cell Motility	-Infectious Diseases	0.01695	0.06979	0.6144	0.03265	0.06073	0.3044	0.003708	0.02241	0.3131
-Cell Growth and Death	-Infectious Diseases	0.2812	0.966	1.996	0.2377	0.509	0.5528	0.162	0.8065	4.093
-Cell Communication	-Infectious Diseases	0	0	0	0	0	0	0	0	0
