Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Membrane Transport	Organismal Systems	0.001137	0.00281	0.009529	0.001035	0.002474	0.009929	0.0006757	0.00325	0.008272	0.000787	0.002069	0.01005
-Central Carbon Metabolism	Organismal Systems	0.2404	0.8408	1.662	0.2178	0.9009	1.908	0.2391	0.7453	1.432	0.1897	0.7842	1.579
-Energy Metabolism	Organismal Systems	0.07319	0.1827	0.3851	0.07289	0.18	0.4296	0.09632	0.167	0.417	0.06026	0.1686	0.3922
-Biosynthesis	Organismal Systems	0.1603	0.4494	0.5749	0.1185	0.3859	0.5794	0.1957	0.4051	0.5009	0.1001	0.3384	0.5161
-Other Enzymes	Organismal Systems	0.3319	1.396	2.706	0.2926	1.248	2.745	0.4093	1.439	2.611	0.269	1.265	2.575
Organismal Systems	Organismal Systems	1	1	1	1	1	1	1	1	1	1	1	1
-Immune System	Organismal Systems	0.07105	0.2594	0.4945	0.07647	0.284	0.5255	0.06689	0.2657	0.4466	0.06871	0.3184	0.5214
-Endocrine System	Organismal Systems	0.01331	0.04499	0.2736	0.009943	0.04214	0.3258	0.01886	0.04662	0.2267	0.009613	0.04439	0.2993
-Circulatory System	Organismal Systems	0.1107	0.2908	0.3465	0.09697	0.2354	0.3349	0.08997	0.2764	0.371	0.0997	0.2457	0.3527
-Digestive System	Organismal Systems	0.001709	0.007333	0.0163	0.001377	0.007067	0.01958	0.002064	0.006782	0.01089	0.001276	0.006713	0.02124
-Excretory System	Organismal Systems	0.004078	0.04549	0.1421	0.002833	0.03348	0.1051	0.003834	0.05799	0.1536	0.002106	0.03058	0.1078
-Nervous System	Organismal Systems	0.0129	0.0228	0.1218	0.01396	0.02732	0.1038	0.01076	0.02271	0.161	0.0112	0.02703	0.09506
-Sensory System	Organismal Systems	0	0	0.003452	0	0	0.003401	0	0	0.003193	0	0	0.003196
-Development	Organismal Systems	0.01266	0.02705	0.2548	0.01517	0.03215	0.2657	0.01159	0.02119	0.2385	0.0147	0.03296	0.2829
-Environmental Adaptation	Organismal Systems	0	0.002577	0.07659	0	0.002212	0.07284	0	0.002151	0.07991	0	0.00183	0.06591
Human Diseases	Organismal Systems	0.5294	2.328	4.807	0.432	2.456	5.538	0.6446	2.293	3.848	0.3688	2.517	5.877
-Cancers	Organismal Systems	0.01215	0.05337	0.4315	0.009942	0.04555	0.5391	0.01598	0.06176	0.3404	0.01072	0.05326	0.4892
-Immune System Diseases	Organismal Systems	0.02392	0.2416	0.5683	0.02493	0.2784	0.6784	0.02383	0.1874	0.3559	0.0269	0.2296	0.6615
-Neurodegenerative Diseases	Organismal Systems	0.2796	0.5922	1.102	0.2171	0.4105	1.046	0.2919	0.6205	1.21	0.1959	0.3854	0.857
-Cardiovascular Diseases	Organismal Systems	0.09442	0.5367	0.8673	0.08895	0.6443	1.011	0.111	0.336	0.5692	0.08057	0.6553	1.015
-Metabolic Diseases	Organismal Systems	0	0	0.1693	0	0	0.2114	0	0	0.1378	0	0	0.2008
-Infectious Diseases	Organismal Systems	0.07173	0.533	3.096	0.0608	0.5446	3.756	0.08502	0.5023	2.434	0.05464	0.5618	4.075
Not Mapped	Organismal Systems	1.265	5.177	6.3	1.026	4.968	5.982	1.589	5.505	6.074	0.9359	4.879	5.968
-Not Mapped	Organismal Systems	1.265	5.177	6.3	1.026	4.968	5.982	1.589	5.505	6.074	0.9359	4.879	5.968
TOTAL	-Immune System	63.99	76.43	132.8	59.11	77.03	124	58.05	82.27	140.6	52.64	76.06	118.4
MAPPED	-Immune System	53.1	63.43	110.2	48.84	63.64	102.5	48	68.04	116.3	43.21	62.44	97.21
Genetic Information Processing	-Immune System	11.75	18.83	38.82	12.54	19.58	44.33	11.89	17.27	35.81	12.73	20.89	46.02
-Transcription	-Immune System	0.772	0.8986	1.677	0.886	1.166	1.964	0.5755	0.785	1.463	0.8313	1.206	1.959
-Translation	-Immune System	3.92	4.612	7.873	4.192	5.544	8.795	3.222	4.35	7.46	4.393	5.615	8.556
-Folding, Sorting and Degradation	-Immune System	5.993	8.011	15.62	6.122	8.348	16.47	5.794	7.106	16.21	5.975	8.193	17.09
-DNA Maintenance	-Immune System	0.7827	6.037	12.72	0.759	5.622	14.67	0.845	4.271	9.153	0.7354	5.622	13.37
-RNA Family	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Immune System	1.135	2.148	4.262	1.158	2.451	4.178	1.254	2.324	5.195	1.134	2.58	4.171
-Signal Transduction	-Immune System	0.05202	0.3263	1.421	0.06132	0.33	0.9945	0.04699	0.3961	1.936	0.08048	0.2929	0.7929
-Signaling Molecules and Interaction	-Immune System	0.973	1.771	2.84	1	2.329	3.254	1.068	1.824	3.259	1.009	2.436	3.484
Cellular Processes	-Immune System	19.35	26.5	40.62	12.65	20.6	28.78	19.98	29.1	48.68	9.394	17.35	26.18
-Crystallins	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Immune System	0.4835	0.8248	1.457	0.4	0.6499	1.168	0.5053	0.9477	1.565	0.3559	0.6368	1.107
-Cytoskeleton	-Immune System	16.83	24.16	36.39	10.14	16.96	25.21	17.67	26.6	44.13	7.215	13.84	22.73
-Cell Motility	-Immune System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Immune System	0.06061	1.17	2.015	0.05251	1.095	2.047	0.08435	1.356	2.329	0.04374	1.064	2.003
-Cell Communication	-Immune System	0.4146	1.246	1.49	0.5215	1.39	1.596	0.3548	1.088	1.36	0.4806	1.252	1.497
Metabolism	-Immune System	6.859	8.486	12.31	6.895	9.192	12.7	6.519	8.843	12.79	6.13	8.052	11.88
-Membrane Transport	-Immune System	0.003079	0.01927	0.03508	0.002948	0.0189	0.0323	0.001384	0.01852	0.02601	0.002279	0.01369	0.02669
-Central Carbon Metabolism	-Immune System	0.9223	2.487	4.903	0.9913	2.843	4.546	0.8323	2.166	4.995	0.9739	2.493	4.152
-Energy Metabolism	-Immune System	0.2889	0.5656	1.596	0.2579	0.5077	1.684	0.3376	0.6873	1.657	0.2575	0.4885	1.474
-Biosynthesis	-Immune System	0.9417	1.549	1.667	0.938	1.382	1.701	0.7677	1.344	1.594	0.8149	1.156	1.566
-Other Enzymes	-Immune System	2.568	4.483	7.259	2.585	3.918	7.253	2.517	4.727	7.004	2.411	3.837	6.835
Organismal Systems	-Immune System	1.691	2.695	10.28	1.619	2.71	13.05	1.709	2.903	7.765	1.579	2.702	12.53
-Immune System	-Immune System	1	1	1	1	1	1	1	1	1	1	1	1
-Endocrine System	-Immune System	0.07061	0.1368	0.8618	0.06822	0.1298	1.031	0.07413	0.1465	0.7286	0.06519	0.1399	0.9836
-Circulatory System	-Immune System	0.2673	0.8626	2.627	0.2179	0.6442	2.623	0.2963	0.779	2.135	0.2072	0.709	2.854
-Digestive System	-Immune System	0.01505	0.02717	0.06506	0.01462	0.02304	0.07052	0.01419	0.02313	0.05068	0.01337	0.02109	0.05184
-Excretory System	-Immune System	0.04191	0.122	0.3837	0.03698	0.08847	0.337	0.02977	0.1299	0.5543	0.03064	0.08117	0.3262
-Nervous System	-Immune System	0.03212	0.1326	1.147	0.02888	0.1163	1.129	0.02202	0.1571	1.25	0.0242	0.117	1.069
-Sensory System	-Immune System	0	0	0.008594	0	0	0.007034	0	0	0.009269	0	0	0.006907
-Development	-Immune System	0.04723	0.06907	1.027	0.05694	0.08219	1.037	0.03622	0.06044	0.8979	0.05213	0.0878	0.9138
-Environmental Adaptation	-Immune System	0	0.005808	0.3174	0	0.005013	0.2965	0	0.004817	0.3174	0	0.004345	0.2635
Human Diseases	-Immune System	5.44	5.995	15.54	5.08	6.232	16.6	4.684	5.87	13.65	4.37	5.853	18.73
-Cancers	-Immune System	0.0627	0.1967	0.8732	0.0544	0.1471	1.121	0.07123	0.2325	1.005	0.06946	0.1748	1.051
-Immune System Diseases	-Immune System	0.2459	0.8586	1.415	0.297	0.9802	1.504	0.1851	0.6232	1.013	0.2529	0.7211	1.43
-Neurodegenerative Diseases	-Immune System	0.7176	1.729	4.359	0.4491	1.714	3.684	0.8473	1.772	4.899	0.4799	1.784	3.116
-Cardiovascular Diseases	-Immune System	0.9059	1.394	2.337	0.9892	1.517	2.672	0.6321	1.151	1.799	0.9118	1.552	2.755
-Metabolic Diseases	-Immune System	0	0	0.6085	0	0	0.7065	0	0	0.5315	0	0	0.6709
-Infectious Diseases	-Immune System	0.7372	1.364	10.4	0.7936	1.307	11.8	0.6602	1.458	9.219	0.7953	1.214	13.76
Not Mapped	-Immune System	10.89	13	22.59	10.28	13.39	21.56	10.04	14.23	24.33	9.426	13.62	21.2
-Not Mapped	-Immune System	10.89	13	22.59	10.28	13.39	21.56	10.04	14.23	24.33	9.426	13.62	21.2
TOTAL	-Endocrine System	111.2	574.1	804.9	83.26	593.6	797.1	140.4	534.7	765.4	88.22	543.7	726.5
MAPPED	-Endocrine System	92.29	476.4	667.9	68.79	490.4	658.5	116.1	442.2	633	72.42	446.4	596.4
Genetic Information Processing	-Endocrine System	21.85	128.6	235.3	18.76	154.5	282.7	26.22	108.8	187	21.24	149.6	282.3
-Transcription	-Endocrine System	1.356	6.944	10.17	1.262	9.059	12.52	1.41	5.328	7.764	1.403	8.882	12.02
-Translation	-Endocrine System	6.802	34.56	47.73	6.065	43.14	57.36	7.776	28.79	40.61	6.598	45.32	53.22
-Folding, Sorting and Degradation	-Endocrine System	11.11	63.39	93.24	9.08	71.22	98.65	14.09	53.19	78.17	9.918	66.18	91.66
-DNA Maintenance	-Endocrine System	1.568	15.33	82.74	1.319	18.85	109	1.959	11.7	57.62	1.499	17.54	113
-RNA Family	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Endocrine System	2.038	16.72	23.5	1.638	19.47	26.33	3.189	15.94	23.17	2.021	18.44	25.59
-Signal Transduction	-Endocrine System	0.3093	1.303	7.756	0.3265	1.596	6.251	0.2741	1.057	9.688	0.3312	1.61	4.865
-Signaling Molecules and Interaction	-Endocrine System	1.471	13.76	16.59	1.201	17.29	20.63	2.358	12.03	17.74	1.586	16.75	21.11
Cellular Processes	-Endocrine System	33.59	186.4	274.1	17.73	136.8	191.7	48.53	192.4	266.4	15.54	107.3	158.6
-Crystallins	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Endocrine System	0.7252	5.657	9.357	0.4465	4.628	8.946	1.039	6.097	8.673	0.4633	4.367	7.91
-Cytoskeleton	-Endocrine System	29.8	165.6	238.4	14.71	112.8	159.9	43.75	171.1	240.2	12.43	85.3	137.7
-Cell Motility	-Endocrine System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Endocrine System	0.55	8.64	12.22	0.529	9.56	13.5	0.6571	8.735	12.68	0.4241	8.967	12.5
-Cell Communication	-Endocrine System	1.406	7.405	9.498	1.217	8.815	12.98	1.508	6.01	8.615	1.176	7.754	12.14
Metabolism	-Endocrine System	12.54	62.24	92.84	9.875	70.83	108.2	15.49	52.34	78.97	10.16	64.58	94.59
-Membrane Transport	-Endocrine System	0.009109	0.0436	0.2111	0.007331	0.04438	0.2489	0.007675	0.02566	0.1723	0.006912	0.03496	0.1832
-Central Carbon Metabolism	-Endocrine System	1.273	14.78	25.22	1.001	17.23	28.99	1.474	12.5	21.53	1.107	15.23	25.21
-Energy Metabolism	-Endocrine System	0.6677	3.161	7.056	0.5523	3.237	7.331	0.7365	3.09	6.673	0.5634	3.025	6.307
-Biosynthesis	-Endocrine System	1.642	10.1	13.34	1.129	10.84	13.75	2.032	8.036	10.38	1.105	9.607	11.21
-Other Enzymes	-Endocrine System	4.365	24.93	45.81	3.204	29.42	48.96	5.412	21.7	40.85	3.475	27.98	42.8
Organismal Systems	-Endocrine System	3.127	22.12	37.6	2.628	23.45	41.01	3.76	20.49	30.94	2.747	22.5	38.76
-Immune System	-Endocrine System	0.2597	6.062	10.94	0.2347	6.377	12.32	0.2951	5.833	9.152	0.2667	6.185	11.75
-Endocrine System	-Endocrine System	1	1	1	1	1	1	1	1	1	1	1	1
-Circulatory System	-Endocrine System	0.4772	5.336	12.6	0.3004	5.059	13.74	0.7638	4.769	8.551	0.3432	5.086	13.67
-Digestive System	-Endocrine System	0.01117	0.163	0.5904	0.008919	0.1469	0.7103	0.01495	0.1298	0.3369	0.008512	0.1328	0.5145
-Excretory System	-Endocrine System	0.1263	0.7255	3.404	0.08041	0.561	2.535	0.1523	0.6156	3.541	0.08222	0.4918	2.426
-Nervous System	-Endocrine System	0.07593	0.4458	9.154	0.0701	0.4943	10.44	0.05774	0.3792	8.535	0.06381	0.4144	9.889
-Sensory System	-Endocrine System	0	0	0.07673	0	0	0.08204	0	0	0.06849	0	0	0.07191
-Development	-Endocrine System	0.08457	0.5521	4.635	0.07973	0.7493	5.631	0.0929	0.4466	3.676	0.09019	0.7208	5.651
-Environmental Adaptation	-Endocrine System	0	0.057	2.638	0	0.05187	2.713	0	0.04408	2.377	0	0.04122	2.442
Human Diseases	-Endocrine System	17.57	45.6	65.59	16.11	51.19	76.8	16.97	37.06	59.92	19.04	42.36	68.75
-Cancers	-Endocrine System	0.1669	0.9127	9.546	0.1224	0.9999	12.64	0.2322	0.8472	6.975	0.1586	1.115	11.02
-Immune System Diseases	-Endocrine System	1.216	3	12.63	1.071	2.991	16.37	0.9549	1.948	7.486	1.044	2.799	14.89
-Neurodegenerative Diseases	-Endocrine System	1.022	12.78	24.58	0.7232	10.79	24.88	1.446	12.71	21.67	0.8309	8.682	20.38
-Cardiovascular Diseases	-Endocrine System	2.588	8.22	14.16	2.317	9.964	17.7	2.317	5.882	8.722	2.69	8.839	17.77
-Metabolic Diseases	-Endocrine System	0	0	3.708	0	0	5.099	0	0	2.632	0	0	4.519
-Infectious Diseases	-Endocrine System	5.389	11.85	18.13	6.008	11.53	19.17	4.507	10.77	17.89	5.578	12.64	17.03
Not Mapped	-Endocrine System	18.92	97.69	137	14.47	103.2	138.6	24.28	92.52	132.4	15.8	97.36	130.1
-Not Mapped	-Endocrine System	18.92	97.69	137	14.47	103.2	138.6	24.28	92.52	132.4	15.8	97.36	130.1
TOTAL	-Circulatory System	50.53	104.6	239.4	47.28	114	278.6	65.85	91.93	194	41.5	105.4	254.1
MAPPED	-Circulatory System	41.94	86.82	198.7	39.06	94.15	230.1	54.46	76.02	160.4	34.07	86.51	208.6
Genetic Information Processing	-Circulatory System	13.42	19.38	64.62	14.03	24.4	91.36	15.26	17.86	46.79	12.72	23.87	91.69
-Transcription	-Circulatory System	0.5926	1.29	2.841	0.7052	1.777	4.199	0.6262	0.941	1.857	0.6505	1.727	4.013
-Translation	-Circulatory System	2.997	6.34	14.67	3.353	8.243	21.01	3.493	5.001	10.52	2.998	7.808	21.74
-Folding, Sorting and Degradation	-Circulatory System	5.032	9.192	24.64	5.185	10.84	30.88	6.22	8.363	19.56	4.604	11.14	28.9
-DNA Maintenance	-Circulatory System	1.2	4.977	22.91	1.344	6.52	35.24	1.085	3.507	14.36	1.268	6.453	37.14
-RNA Family	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Circulatory System	1.328	2.961	4.27	1.417	3.505	5.452	1.644	2.827	4.231	1.209	3.327	5.888
-Signal Transduction	-Circulatory System	0.05796	0.3978	1.189	0.07685	0.3738	1.455	0.0486	0.4104	1.217	0.09587	0.2779	1.266
-Signaling Molecules and Interaction	-Circulatory System	1.01	1.954	3.641	1.107	2.619	4.591	1.283	2.295	3.603	1.001	2.596	4.872
Cellular Processes	-Circulatory System	14.8	31.6	72.42	9.77	24.55	60.52	22.26	34.07	67.42	7.211	18.93	48.2
-Crystallins	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Circulatory System	0.3552	0.8586	1.896	0.2767	0.8145	1.836	0.5245	0.963	1.945	0.2494	0.7776	1.718
-Cytoskeleton	-Circulatory System	13.15	28.03	62.98	7.985	20.37	49.89	19.99	31.72	59.65	5.507	15.14	38.45
-Cell Motility	-Circulatory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Circulatory System	0.04366	1.562	3.767	0.03851	1.873	4.787	0.07684	1.462	3.213	0.03102	1.793	4.488
-Cell Communication	-Circulatory System	0.4853	1.13	3.606	0.6078	1.476	5.154	0.4554	1.007	2.443	0.5014	1.263	4.315
Metabolism	-Circulatory System	4.55	11.8	28.02	4.546	13.67	35.64	5.423	10.8	22	3.833	12.37	31.08
-Membrane Transport	-Circulatory System	0.003394	0.02048	0.04712	0.003089	0.02409	0.05035	0.001821	0.01746	0.03469	0.002231	0.01767	0.03179
-Central Carbon Metabolism	-Circulatory System	0.8007	2.172	10.52	0.9088	2.246	14.17	0.8653	2.011	8.262	0.7696	1.903	12.03
-Energy Metabolism	-Circulatory System	0.1709	0.6614	1.864	0.1936	0.7646	1.829	0.1845	0.6383	1.669	0.1712	0.6862	1.637
-Biosynthesis	-Circulatory System	0.6344	1.545	3.523	0.6484	1.563	4.304	0.6914	1.39	2.591	0.5487	1.346	3.934
-Other Enzymes	-Circulatory System	1.85	8.089	9.563	1.896	9.091	11.56	2.293	7.085	8.24	1.653	8.142	10.18
Organismal Systems	-Circulatory System	1.691	3.101	6.94	1.68	3.37	8.748	1.876	2.884	5.905	1.621	3.305	8.727
-Immune System	-Circulatory System	0.2443	1.114	2.431	0.3249	1.253	3.229	0.1929	1.034	1.797	0.3249	1.191	2.962
-Endocrine System	-Circulatory System	0.06278	0.1402	0.9408	0.05979	0.1437	1.384	0.08603	0.1773	0.6538	0.05712	0.1467	1.218
-Circulatory System	-Circulatory System	1	1	1	1	1	1	1	1	1	1	1	1
-Digestive System	-Circulatory System	0.01051	0.02309	0.1031	0.008783	0.02666	0.1455	0.009776	0.02294	0.0613	0.006082	0.02548	0.1619
-Excretory System	-Circulatory System	0.03685	0.143	0.676	0.02922	0.1285	0.6914	0.04262	0.1901	0.5808	0.02112	0.1143	0.6566
-Nervous System	-Circulatory System	0.02799	0.1583	0.8259	0.02956	0.203	0.8279	0.029	0.1341	1.153	0.02367	0.2016	0.7584
-Sensory System	-Circulatory System	0	0	0.009963	0	0	0.01092	0	0	0.008608	0	0	0.009742
-Development	-Circulatory System	0.0378	0.07739	0.8763	0.04529	0.1077	1.129	0.04194	0.0665	0.7707	0.04168	0.1058	1.151
-Environmental Adaptation	-Circulatory System	0	0.007991	0.2286	0	0.007455	0.2175	0	0.006865	0.2891	0	0.006048	0.1869
Human Diseases	-Circulatory System	3.923	8.546	21.99	3.727	10.29	28.55	4.73	6.591	15.81	3.099	9.897	26.04
-Cancers	-Circulatory System	0.04517	0.2281	1.338	0.03989	0.2284	1.817	0.06488	0.222	0.9784	0.04926	0.2466	1.617
-Immune System Diseases	-Circulatory System	0.2162	1.64	2.428	0.2178	2.178	3.363	0.2185	0.9408	1.224	0.1793	2.004	3.028
-Neurodegenerative Diseases	-Circulatory System	0.8319	1.926	3.926	0.6971	1.774	3.591	0.7869	2.441	4.544	0.6769	1.401	3.171
-Cardiovascular Diseases	-Circulatory System	0.5307	1.839	5.599	0.6053	2.355	7.758	0.6302	1.233	3.233	0.5438	2.408	7.74
-Metabolic Diseases	-Circulatory System	0	0	0.7349	0	0	0.9019	0	0	0.5754	0	0	0.8952
-Infectious Diseases	-Circulatory System	0.6482	1.538	10.65	0.6271	1.749	15.96	0.945	1.732	7.019	0.5481	1.713	16.58
Not Mapped	-Circulatory System	8.598	17.8	40.74	8.22	19.81	48.42	11.39	15.9	33.56	7.43	18.87	45.5
-Not Mapped	-Circulatory System	8.598	17.8	40.74	8.22	19.81	48.42	11.39	15.9	33.56	7.43	18.87	45.5
TOTAL	-Digestive System	563.7	4089	4972	325.8	4287	5384	792.2	4179	5127	357.5	4059	6822
MAPPED	-Digestive System	467.8	3393	4126	269.2	3541	4448	655.1	3456	4240	293.5	3332	5601
Genetic Information Processing	-Digestive System	104	780.8	1447	69.75	949.5	1925	132.1	820.3	1291	80.97	889.9	2529
-Transcription	-Digestive System	6.981	47.57	59.76	5.119	63.86	85.27	8.126	39.88	51.68	5.925	64.91	112.9
-Translation	-Digestive System	34.1	242	299.3	24.38	308.5	381.8	42.94	221	276	30.23	306.5	493
-Folding, Sorting and Degradation	-Digestive System	47.89	398.1	574.8	29.91	459.7	715.2	63.21	437.8	569.4	33.11	437.4	984.4
-DNA Maintenance	-Digestive System	14.99	119.4	441.4	10.34	136.1	634.9	17.84	131	339.5	11.7	176.2	644.1
-RNA Family	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Digestive System	16.99	107.4	171.8	11.88	136.4	180.8	24.32	106.4	195.3	14.4	138.9	240.3
-Signal Transduction	-Digestive System	0.3109	7.913	47.58	0.2197	8.603	42.56	0.4181	10.23	66.6	0.3253	9.274	38.91
-Signaling Molecules and Interaction	-Digestive System	16.68	85.84	134.8	11.66	115.4	160	23.9	92.68	149.1	14.08	128.5	194.6
Cellular Processes	-Digestive System	211.9	1228	1760	103.1	865.7	1425	317.4	1426	2052	105.8	744.7	1300
-Crystallins	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Digestive System	4.93	28.7	58.72	2.329	27.31	50.06	8.284	35.61	67.65	2.573	23.64	45.55
-Cytoskeleton	-Digestive System	190.8	1070	1605	90.34	755.1	1269	286.1	1266	1875	91.86	591	1150
-Cell Motility	-Digestive System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Digestive System	0.9316	57.02	75.69	0.7447	69.16	88.85	1.95	64.6	84.99	0.8438	66.27	115.4
-Cell Communication	-Digestive System	7.445	41.24	71.09	4.981	64.8	81.99	9.68	43.42	63.47	5.172	52.14	82.43
Metabolism	-Digestive System	73.03	414.8	563.7	45.52	492.1	583.3	100.9	398.1	608.3	48.02	480.2	630.1
-Membrane Transport	-Digestive System	0.07242	0.7133	1.644	0.05973	0.7657	1.797	0.0674	0.5132	1.575	0.06069	0.386	1.38
-Central Carbon Metabolism	-Digestive System	14.86	114	140.6	9.87	112.2	197.3	19.06	110	134.8	10.55	116.8	224.3
-Energy Metabolism	-Digestive System	5.351	19.19	51.96	4.067	22.04	57.94	7.437	27.23	49.25	4.207	28.15	49.44
-Biosynthesis	-Digestive System	9.317	57.02	93.81	5.508	65.39	86.08	11.95	53.88	94.85	5.536	60.5	90.22
-Other Enzymes	-Digestive System	39.47	181.8	414.2	25.99	190.3	433.6	58.19	181.2	452.5	27.62	170.5	399.7
Organismal Systems	-Digestive System	16.03	134.3	327.2	9.468	133	344.1	23.86	127.4	295	10.73	129.7	392.5
-Immune System	-Digestive System	5.977	36.28	56.93	3.583	43.28	66.44	8.896	36.13	62.41	4.041	42.6	67.64
-Endocrine System	-Digestive System	1.005	6.071	31.72	0.5651	5.866	50.62	1.525	6.874	26.33	0.6671	7.181	41.9
-Circulatory System	-Digestive System	5.364	22.39	84.98	2.859	19.34	80.99	8.602	27.55	67.9	3.393	27.2	96.45
-Digestive System	-Digestive System	1	1	1	1	1	1	1	1	1	1	1	1
-Excretory System	-Digestive System	0.7294	5.005	21.01	0.317	4.07	14.87	0.939	9.153	28.16	0.3281	3.774	18.8
-Nervous System	-Digestive System	1.356	3.543	17.62	0.712	3.365	16.01	1.212	3.694	29.27	0.7823	3.891	20.63
-Sensory System	-Digestive System	0	0	0.4707	0	0	0.4813	0	0	0.4708	0	0	0.5164
-Development	-Digestive System	0.4129	3.247	41.39	0.3044	4.036	44.87	0.4943	3.07	38.81	0.3548	4.151	43.68
-Environmental Adaptation	-Digestive System	0	0.3306	4.878	0	0.279	4.205	0	0.2993	7.34	0	0.2339	5.083
Human Diseases	-Digestive System	45.84	309.9	571.9	29.42	331.6	815.3	56.53	312.3	493.4	33.58	288.9	797.9
-Cancers	-Digestive System	0.9637	6.62	52.49	0.7714	7.221	57.75	1.647	7.392	53.73	1.34	8.394	44.49
-Immune System Diseases	-Digestive System	2.402	27.77	83.88	1.445	42.42	99.94	1.88	19.97	59.55	1.49	34.2	106.9
-Neurodegenerative Diseases	-Digestive System	10.33	59.43	175.7	6.143	54.61	179.7	14.86	64.01	196.8	7.208	45.6	153.5
-Cardiovascular Diseases	-Digestive System	13.55	54.29	86.87	9.573	64.61	120.7	12.47	49.77	65.01	11.14	63.12	127.6
-Metabolic Diseases	-Digestive System	0	0	40.42	0	0	46.94	0	0	37.47	0	0	45.38
-Infectious Diseases	-Digestive System	14.34	49.49	382.6	8.241	47.87	579.6	21.36	68.69	333.1	9.497	42.81	586
Not Mapped	-Digestive System	95.91	695.7	846	56.63	745.2	935.9	137.1	723.1	887	64.02	726.7	1222
-Not Mapped	-Digestive System	95.91	695.7	846	56.63	745.2	935.9	137.1	723.1	887	64.02	726.7	1222
TOTAL	-Excretory System	194.6	354.3	1106	272	382.8	1279	148.4	346.3	986.7	260.3	374.4	1419
MAPPED	-Excretory System	161.5	294	917.9	224.7	316.2	1056	122.7	286.4	816	213.7	307.3	1165
Genetic Information Processing	-Excretory System	53.48	103.4	306.9	88.42	132.1	436.3	36.05	88.2	234.6	91.36	141.1	526.8
-Transcription	-Excretory System	2.264	4.465	12.94	4.076	5.929	19.05	1.416	3.604	9.335	4.104	6.026	22.2
-Translation	-Excretory System	11.51	21.67	66.32	19.29	27.88	94.94	7.848	18.37	53.07	18.86	30.42	119.2
-Folding, Sorting and Degradation	-Excretory System	21.77	41.6	109.9	33.07	48.89	140.1	16.25	39.92	92.74	33.53	52.38	157.1
-DNA Maintenance	-Excretory System	4.994	20.56	50.05	6.065	33.67	66.16	4.382	17.59	52.51	6.363	36.97	77.35
-RNA Family	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Excretory System	4.721	11.35	28.99	5.821	14.52	41.72	4.775	12.8	25.9	6.366	14.45	47.71
-Signal Transduction	-Excretory System	0.4263	2.264	4.49	0.6931	2.625	5.435	0.4452	2.365	5.379	0.7024	2.431	5.284
-Signaling Molecules and Interaction	-Excretory System	4.048	7.565	26.93	5.028	11.06	39.59	3.291	8.027	25.45	5.664	11.46	45.25
Cellular Processes	-Excretory System	58.43	108.1	351.7	58.22	87.53	352.5	50.65	119.9	348.4	45.92	73.4	344.5
-Crystallins	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Excretory System	1.93	3.88	11.54	2.011	4.059	11.93	1.57	4.228	16.97	1.966	4.059	12.58
-Cytoskeleton	-Excretory System	50.91	96.89	320.6	46.67	72.15	314	44.97	108.7	310.3	35.16	58.56	304.7
-Cell Motility	-Excretory System	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Excretory System	0.9535	5.001	14.21	1.04	6.073	17.95	1.146	5.003	14.19	1.059	6.136	19.07
-Cell Communication	-Excretory System	2.541	4.48	16.47	4.375	5.683	25.53	1.667	3.289	15.02	3.843	5.016	30.3
