K07541	PigX:Q8TBF5
K12804	PstPip1:O43586
K06234	Rab23:Q9ULC3
K01047	Pla2g4e:B7WPN2
K06817	PodXl:Q96N83
K03283	HspA1l:P34931
K05333	Slc6a18:Q96N87
K07897	Rab7a:P51149
K06753	RobO1:Q1RMC7
K05406	Il12a:O60595
K03020	PolR1d:Q9Y2S0
K04863	CacNb2:A6PVM7
K13247	CryL1:Q9Y2S2
K10605	BrcA1:Q1RMC1
K09502	DnaJa1:Q5T7Q0
K06753	RobO1:Q1RMC8
K09308	HoxB8:Q8N8T3
K05184	GabRd:A8K496
K13209	EwsR1:B0QYK1
K15296	NAPA:Q2KHT3
K03243	Eif5b:O60841
K04853	CacNa1f:O60840
K02870	Rpl12:P30050
K05220	P2rX7:A8K2Z0
K13126	PabPc1:P11940
K02606	Orc4:A8K7H4
K10407	Klc4:Q96EG6
K05071	Il4R:P24394
K12898	HnrNph2:P55795
K08527	RarA:F1D8N9
K12381	ArsG:Q96EG1
K08362	ThrB:F1D8N7
K05197	GriA1:Q59GL5
K08557	Ar:F1D8N5
K05771	Nr3C1:F1D8N4
K08551	Esr2:F1D8N3
K13160	SynCrip:Q59GL1
K08536	Nr1H3:F1D8N1
K05082	Mpl:P40238
K01084	G6PC3, SCN4, UGRP:B7ZAF7
K08419	OxgR1:B2R986
K08490	Stx5:F8W8Q9
K01540	Atp1b4:Q9UN42
K06483	ItgA4:P13612
K06793	VcaN:P13611
K13769	Igf2:C9JAF2
K09228	Znf337:Q9Y3M9
K10053	RunX1t1:B7Z4P4
K04237	ParD3:Q6IQ47
K12597	ZccHc7:Q8N3Z6
K08825	DyrK1b:Q9Y463
K00799	GstA4:O15217
K06252	TnxB:Q9Y464
K04358	Fgf5:Q8NBG6
K08545	Nr2E1:Q9Y466
K04242	Gpr182:O15218
K00232	AcoX1:A8KAA0
K06252	Tnc:B4E1W8
K09489	HspA4:P34932
K10362	Myo18b:F5GYU7
K06467	Cd22:F5GYU4
K09230	Znf193:B4E1W6
K04349	RasGrf1:A8K270
K08674	Fap:Q12884
K05291	PigS:Q96S52
K08842	TesK2:Q96S53
K12387	LapTm4a:Q15012
K12652	TbkBp1:A7MCY6
K04344	CacNa1a:O00555
K07365	Nck2:E7ERP6
K11836	Usp5:P45974
K05757	ArpC1b:O15143
K05758	ArpC2:O15144
K05756	ArpC3:O15145
K05129	MusK:O15146
K05263	Sct:P09683
K05258	Gip:P09681
K10956	Sec61a1:P61619
K04257	Or5D16:Q8NGK9
K14217	IfiT1:Q5T7J1
K06540	AdaM8:Q14C66
K13989	DerL2:Q9GZP9
K00717	Fut8:A8K8P8
K10357	Myo5a:Q9Y4I1
K04257	Or52k2:Q8NGK3
K01953	AsnS:E9PCI3
K11165	DhrS7:Q9Y394
K04257	Or52k1:Q8NGK4
K07817	PtpRn2:Q9Y4I6
K04257	Or52i1:Q8NGK6
K04257	Or2V2:Q96R30
K01530	Atp8b4:Q8TF62
K02729	PsmA5:B4E2V4
K02900	Rpl27a:P46776
K12498	Egr4:B7ZKU3
K00624	CraT:P43155
K02541	MCM3, HCC5, P1-MCM3, P1.h, RLFB:B4DSD3
K16817	PLA2G16, AdPLA, H-REV107-1, HRASLS3, HREV107, HREV107-1, HREV107-3, HRSL3:B3KY59
K00558	DnmT3a:Q8WVA9
K09320	Evx2:Q03828
K00787	FdpS:E9PCI9
K06828	Mdk:P21741
K06067	HdaC2:Q92769
K05202	GriK2:Q8IY40
K10470	KbtBd2:Q8IY47
K12476	Ehd3:B4DFR5
K09402	FoxJ1:Q92949
K06688	Ube2c:Q5TZN3
K00252	GcdH:Q92947
K13210	KhsRp:Q92945
K04943	KcnN2:Q9H2S1
K07604	Krt35:Q92764
K04491	Tcf7l2:C6ZRJ9
K04491	Tcf7l2:C6ZRJ8
K08530	PpaRg:P37231
K00457	Hpd:P32754
K11247	Sh3Gl1:E7EVZ4
K01940	Ass1:Q5T6L4
K01332	C2:E9PFN7
K09455	MitF:E9PFN0
K07596	Dsg1:Q02413
K15188	CCNT1, CCNT, CYCT1, HIVE1:Q4G155
K11151	Rdh10:Q8IZV5
K11435	PrmT2:Q5U7D4
K07200	PrkAg1:Q8N7V9
K08754	FabP5:Q01469
K09663	GcnT4:Q9P109
K01104	PtpN3:Q8N4S3
K10628	Rag1:P15918
K09288	CcdC6:Q05CP8
K04423	Map3k12:B3KSS9
K12354	EnpP7:Q6UWV6
K11809	Pgm2l1:Q6PCE3
K07958	Arl10:Q6PCE2
K13755	Pde1c:B3KSS6
K08845	AraF:P10398
K09499	Cct7:B7Z4T9
K04864	CacNb3:F5H2P6
K05427	Csf2:P04141
K01107	InpP1:P49441
K08786	HtrA4:P83105
K10154	Irf6:B4DLE2
K08800	NuaK2:Q9H093
K14686	SLC31A1:Q96D70
K12662	PrpF4:O43172
K06613	St8Sia3:O43173
K04375	Elk1:P19419
K07437	Cyp26a1:O43174
K09228	Znf780b:Q9Y6R6
K12193	Vps24:Q9Y3E7
K08128	OptC:Q9UBM4
K04392	Rac1:P63000
K08439	Gpr161:Q8N6U8
K08554	EsrRg:P62508
K09228	Znf354b:Q96LW1
K09295	HoxC10:Q53XI4
K04930	KcnQ5:B4DS33
K08131	Col9a3:Q14050
K04424	Zak:D4Q8H0
K08131	Col9a2:Q14055
K02358	TufM:P49411
K07427	Cyp4v2:Q6ZWL3
K06057	NumBl:Q9Y6R0
K04261	PtgEr4:P35408
K04608	Grm7:B2R693
K07856	RhoB:B2R692
K07762	PapPa:Q86YM8
K03163	Top1:P11387
K14165	DusP28:Q4G0W2
K09039	Nfe2:A8K3E0
K13207	CelF3:Q59G45
K09047	CreB5:Q59G47
K11481	AurKa:O14965
K10445	KlhL7:B7Z5I9
K09551	ClgN:O14967
K07916	Rab7l1:O14966
K04257	Or6C6:A6NF89
K12843	PrpF3:O43395
K13161	HnrNpr:O43390
K02970	MRPS21, MRP-S21, RPMS21:C9J5B2
K03844	Alg11:Q2TAA5
K10061	CleC4g:Q08G24
K06501	Cd68:B4DVT4
K01331	C1s:P09871
K03164	Top2a:P11388
K10357	Myo5b:Q7Z7A5
K10399	Kif12:Q96FN5
hsa_Q562Z6	Q562Z6:Q562Z6
K12193	Vps24:Q3ZTS9
hsa_Q562Z4	Q562Z4:Q562Z4
K04358	Fgf22:Q9HCT0
K11885	Ddi2:Q5TDH0
K11437	PrmT6:Q96LA8
K02163	BCL2L2, BCL-W, BCL2-L-2, BCLW, PPP1R51:Q9H0W8-1
K15010	HOMER2, ACPD, CPD, HOMER-2, VESL-2:Q8IWU5
K08898	LmtK2:Q8IWU2
K03004	TWISTNB:O75343
K06482	ItgA3:P26006
K10287	FbxL21:Q3KPF8
K07928	Rab40c:Q6PIU5
K10442	KlhL5:Q96PQ7
K09228	Znf317:Q96PQ6
K04934	KcnV1:Q6PIU1
K11405	HdaC8:A6ND61
K14349	NceH1:Q6PIU2
K03264	Eif6:B7ZBG9
K04163	Htr7:Q5VX03
K09432	Etv2:B3KUL0
K04268	AdoRa3:P33765
K12792	TriP6:Q15654
K10186	Tbx22:B3KUL8
K11449	JmjD1c:Q15652
K02581	NfkBib:Q15653
K11301	HmgN3:Q15651
K02437	GCSH, GCE, NKH:Q6XCI7
K08069	Vnn2:O95498
K12829	Sf3B2:Q13435
K10088	Os9:Q13438
K05850	Atp2b4:P23634
K08069	Vnn1:O95497
K06547	AlcAm:B4DTU0
K10577	Ube2i:P63279
K14957	LSP1:Q6DD87
K06712	BtnL8:E9PG07
K00901	DgkH:B4DYW1
K08114	PtpRz1:C9JFM0
K09228	Znf426:Q9BUY5
K08525	RxrB:Q5STP9
K10416	DynC1li2:Q63HJ8
K00031	Idh1:O75874
K06752	Hla-dpa1:Q5STP1
K09328	UncX:A6NJT0
K06238	Col6a3:A8MT30
K04515	CamK2d:Q13557
K00907	MylK3:Q32MK0
K04515	CamK2g:Q13555
K04515	CamK2b:Q13554
K08509	SnaP29:O95721
K14443	TOB1:Q9Y399
K11651	SmaRce1:Q969G3
K11479	AurKb:Q96GD4
K07758	PdxP:Q96GD0
K11461	ScmH1:Q96GD3
K01529	Ddx55:Q8NHQ9
K08251	A4gNt:Q9UNA3
K06500	Psg4:Q6P520
K00861	Rfk:Q969G6
K08785	HtrA3:P83110
K09651	RhbDd1:Q8TEB9
K09375	Lhx6:B7Z4D0
K07855	RerG:B4DI02
K03004	TWISTNB:Q9NWY4
K09228	Znf135:E9PEV2
K08456	Gpr113:E9PEV1
K00289	AldH1l2:Q3SY69
K13368	Hsd17b2:P37059
K10207	Hsd17b3:P37058
K00622	Nat1:F5H5R8
K03133	Taf9:Q9Y3D8
K04541	Gng4:P50150
K05627	BaiAp2:Q9UQB8
K11480	AurKc:Q9UQB9
K06625	CdkN1a:P38936
K08894	Ptk6:Q13882
K07375	TubB2a:Q13885
K11584	Ppp2r5c:Q6ZN33
K09206	Klf5:Q13887
K09208	Klf9:Q13886
K03143	Gtf2h3:Q13889
K03142	Gtf2h2:Q13888
K04905	KcnH2:Q708S9
K02992	MRPS7, MRP-S, MRP-S7, RP-S7, RPMS7, S7mt, bMRP27a:B3KN16
K09091	HeyL:Q9NQ87
K00164	OgdH:B4E3E9
K05016	ClcN7:P51798
K07817	PtpRn:B4DK12
K05850	Atp2b2:Q01814
K03679	ExoSc2:Q13868
K05014	ClcN5:P51795
K05015	ClcN6:P51797
K05012	ClcN3:P51790
K05249	Nmu:P48645
K05013	ClcN4:P51793
K13156	SnrNp48:Q6IEG0
K14242	NfkBiz:Q9BYH8
K09228	Znf701:Q9NV72
K13764	RcvRn:Q53XL0
K06500	Psg11:Q9UQ72
K06712	Btn2a1:Q96AV7
K06500	Psg8:Q9UQ74
K09391	E2f7:Q96AV8
K05697	PtpN6:Q9UK67
K11275	H1f0:P07305
K10656	MarCh8:Q5T0T0
K03173	TraF2:Q12933
K10186	Tbx22:Q5JZ06
K08421	Gpr84:Q9NQS5
K06752	Hla-drb1:Q29974
K06592	PvrL3:Q9NQS3
K10378	BfsP1:Q12934
K13700	AbhD6:Q9BV23
K08963	Mri1:Q9BV20
K10359	Myo7a:Q13402
K12483	Ehd1:B2R5U3
K03848	Alg6:Q9Y672
K00729	Alg5:Q9Y673
K15009	SHANK2, AUTS17, CORTBP1, CTTNBP1, ProSAP1, SHANK, SPANK-3:C9DSL4
K11590	Mbd2:Q9UBB5
K12005	TriM15:Q9C019
K05027	ClcA1:A8K7I4
K08066	NfyC:F8VWM3
K08205	Slc22a8:B4DPH7
K04257	Or4A47:Q6IF82
K05694	PtpRb:P23467
K13348	MPV17L2, FKSG24:C9JFB4
K13103	TfiP11:Q9UBB9
K04537	Gnb2:P62879
K05265	Mln:P12872
K01836	Pgm3:D6RF12
K04536	Gnb1:P62873
K11658	Baz1b:Q9UIG0
K03868	Rbx1:P62877
K03007	PolR2l:P62875
K10688	Ube2w:Q1XBE0
K12034	TriM69:Q86WT6
K09784	EreG:B2RC66
K04668	LefTy1:O75610
K09326	Otx1:B3KTJ4
K10406	KifC3:A8K6S2
K01230	Man1a2:O60476
K10065	ColEc10:Q9Y6Z7
K09315	Dlx3:O60479
K07832	Rit1:Q92963
K10521	AbtB2:A8K6S9
K04668	LefTy2:B4E332
hsa_B4E335	B4E335:B4E335
K09333	Rax2:Q96IS3
K10161	Tlr9:D1CS56
K05638	Nfe2l2:B4E338
K04507	CacYbp:Q5R370
K10160	Tlr4:D1CS53
K12567	Ttn:Q8WZ42
K00920	Pip4k2b:P78356
K08142	Slc2a3:P11169
K06487	ItgAv:B7Z883
K03882	Nd4L:Q7GXZ4
K11454	Cbx7:O95931
K05624	Tgm6:O95932
K10392	Kif13a:Q9H1H9
K01345	CelA3a:P09093
K10173	EomEs:O95936
K13649	FolR1:P15328
K04136	AdrA1b:P35368
K01067	AcoT12:Q8WYK0
K09033	Jdp2:Q8WYK2
K04220	SstR4:P31391
K11275	HisT1h1c:A8K4I2
K02649	Pik3r1:P27986
K00911	ItpKb:P27987
K04580	GipR:Q4VBP1
K02866	Rpl10:P27635
K04871	CacNg6:A6NP74
K08648	HabP2:Q14520
K09635	TmpRss4:Q9NRS4
K09341	Msx1:P28360
K11268	EscO2:Q56NI9
K11854	Usp35:Q9P2H5
K02150	Atp6v1e1:A8MUN4
K01623	AldOa:P04075
K14286	AgxT2l1:B7Z1Y0
K00682	GgcT:O75223
K06068	PrkCh:P24723
K07981	Kir2dl3:P43628
K07981	Kir2dl2:P43627
K07981	Kir2dl1:P43626
K13299	GstK1:Q6FII1
K05105	EphA4:Q58F15
K04286	MtnR1b:P49286
K03912	SerPind1:Q8IVC0
K09228	Znf517:Q6ZMY9
K03685	DroSha:E7EMP9
K00485	Fmo3:Q53FW5
K12493	ARFGAP3, ARFGAP1:Q9UP95-2
K07873	RhoH:Q6ICP4
K08824	CdkL4:Q5MAI5
K05076	Il13ra1:Q5JSL4
K12407	Gck:Q53Y25
K04644	CltA:P09496
K13784	PTMA:Q49A26
K05512	Ccl19:Q6IBD6
K06769	IcaM5:Q9UMF0
K01306	TrhDe:Q9UKU6
K05438	Gh1:P01241
K08269	Ulk3:Q6PHR2
K04527	InsR:P06213
K11251	HisT1h2aa:Q96QV6
K07981	Kir2dl2:Q8N742
K07980	Kir3dl3:Q8N743
K09228	Znf347:Q96SE7
K08181	Slc16a4:Q8WU09
K08793	Stk32a:Q8WU08
K10494	ZbtB7a:Q8TB76
K12798	NlrP1:E9PE50
K05726	BcaR1:B2RBL9
K12751	Myl6b:P14649
K09448	TeaD4:Q8NEV5
K09228	Znf324b:Q6AW86
K03968	NduFc2:E9PRB2
K09176	TfaP2a:P05549
K06780	CadM3:Q8N126
K04257	Or5As1:Q8N127
K06002	Pga3:F8WAB4
K07204	RptOr:Q8N122
K00286	PycR1:P32322
K04950	CngA3:Q4VAP7
K01489	Cda:P32320
K01493	DctD:P32321
K14525	RPP25:Q8N9U0
K03912	SerPind1:P05546
K11295	HmgB2:P26583
K05616	Slc1a5:Q59ES3
K12495	IqsEc2:Q5JU85
K03024	PolR3gl:Q9BT43
K09633	TmpRss2:F8WES1
K09228	Znf853:P0CG23
K13442	CapN14:B7Z467
K03157	Ltb:Q52LU8
K00485	Fmo5:Q8IV22
K09115	Mnt:Q99583
K09437	Fev:Q99581
K06499	CeaCam1:Q3KRG8
K08383	Gpr34:Q5VT14
K06750	SigLec11:Q96RL6
K07854	RasL12:Q9NYN1
K04446	NfaT5:Q7LA65
K08832	SrpK3:Q9UPE1
K00715	B3gAlt4:B3KQP5
K08027	Nr5A2:Q9UEC0
K09481	Sec61b:P60468
K01090	Ppm1m:B7XGB9
K11471	AsxL1:Q8IXJ9
K00288	MthFd1:P11586
K13089	Ilf2:F4ZW62
K09611	NpePl1:Q8NDH3
K04253	Rrh:O14718
K11412	SirT2:Q8IXJ6
K04203	Mc5R:P33032
K05840	Drd5:P21918
K13025	Eif4a3:P38919
K05758	ArpC2:Q53R19
K04648	DctN1:E9PFS5
K00235	SdhB:P21912
K01294	Cpe:P16870
K09063	Tcf4:G0LNV1
K09063	Tcf4:G0LNV0
K07608	Ina:Q16352
K03217	Oxa1l:Q2M1J6
K11088	SnrPd3:P62318
K11096	SnrPd2:P62316
K11087	SnrPd1:P62314
K01134	ArsA:P15289
K12625	Lsm6:P62312
K12622	Lsm3:P62310
K06087	CldN20:P56880
K07205	Eif4ebp1:Q13541
K09228	Znf764:B3KSN2
K03341	SepSecs:Q9HD40
K10102	FbxO27:Q8NI29
K01104	PtpRh:Q9HD43
K01104	PtpRg:Q49A02
K04495	Sox17:Q9H6I2
K00558	TrdMt1:O14717
K11992	AcoT8:O14734
K00999	CdiPt:O14735
K01476	Arg2:P78540
K15187	MLLT1:O14737
K08872	RioK3:O14730
K01092	ImpA2:O14732
K04431	Map2k7:O14733
K11505	CenPm:Q9NSP4
K08778	AstL:Q6HA08
K07884	Rab3d:O95716
K04878	KcnA5:P22460
K08890	Blk:Q96IN1
K01441	AceR2:Q5QJU3
K00605	Amt:E9PBG1
K05729	ArhGef6:Q15052
K04904	KcnH1:Q14CL3
K10154	Irf6:G0Z349
K13951	Adh7:P40394
K16860	PLD3, HU-K4, HUK4:Q6NSF8
K09676	Gal3st3:Q96A11
K06463	FcgR3a:P08637
K04908	KcnH5:Q8NCM2
K09377	CsrP1:B4DY28
K05304	NanS:Q9NR45
K11248	Sh3Glb2:Q9NR46
K06805	Cdh18:B4DHG6
K09361	BarX1:Q9HBU1
K06053	RbpJ:B4DY22
K10414	DynC2h1:Q8NCM8
K12473	LdlR:B4DR00
K00894	EtnK1:Q9HBU6
K02885	Rpl19:P84098
K01950	NadSyn1:Q6IA69
K13702	AbhD10:Q9NUJ1
K07863	RhoG:P84095
K12404	Gga2:Q9UJY4
K06671	StaG2:Q8N3U4
K11988	Shh:Q15465
K08563	Nr0B2:Q15466
K08726	EphX2:P34913
K12302	Slc17a7:Q9P2U7
K12852	EftUd2:B3KX19
K08660	CndP2:Q96KP4
K07948	Arl4d:P49703
K04462	MecOm:Q03112
K04346	Gna12:Q03113
K14011	UbxN6:Q9BZV1
K04008	Cd59:P13987
K03139	Gtf2f2:P13984
K09310	Gsx2:B2LYG3
K01346	CelA2b:Q6ISP9
K00161	PdhA2:P29803
K06528	LamP2:Q6Q3G8
K05872	NfkBie:O00221
K04733	IraK4:Q69FE3
K04722	TnfRsf10a:O00220
K09571	FkbP5:Q2TA84
K06275	ParVb:B0QYM8
K10645	Mib2:E9PGU1
K10338	Asb16:Q96NS5
K14299	Seh1l:Q96EE3
K04970	TrpC7:F5H5U9
K09228	Znf268:F5H670
K03111	SsbP1:Q04837
K01533	Atp7a:Q762B6
K04319	Gpr22:B3KV13
K15625	SSX2, CT5.2, CT5.2A, HD21, HOM-MEL-40, SSX:P08910
K04133	ChrM5:P08912
K04138	AdrA2a:P08913
K03995	C6:P13671
K00472	P4hA1:P13674
K00799	GSTT2, GSTT2B:A5H2C3
K08639	CpxM2:Q8N436
K06236	Col2a1:P02458
K05617	SLC1A6, EAAT4:Q16891-1
K06236	Col1a1:P02452
K10472	KbtBd4:Q9NVX7
K11594	Ddx3x:O00571
K09267	Sox1:O00570
K13704	AbhD12:Q8N2K0
K04554	Ube2j2:Q8N2K1
K04191	CxcR6:O00574
K14402	CPSF2:Q69YH5
K15306	RANBP1:Q9C0E2
K11716	Cdk5r1:Q15078
K12850	PrpF38b:Q69YH0
K05464	Gas6:B3KRQ7
K01148	ParN:B4DWR4
K09442	SpdEf:O95238
K12844	PrpF31:Q8WWY3
K04380	MapT:B3KTM0
K10402	Kif20a:O95235
K01481	PadI4:Q9UM07
K08755	FabP6:P51161
K13757	Pde6c:P51160
K01543	Atp4b:P51164
K05126	Ret:Q9BTX6
K06512	LilRb1:Q8NHL6
K10482	BtbD10:Q6P5W1
K04825	ScnN1b:P51168
K14442	DHX36:O15126
K06236	Col11a1:Q149N0
K14634	C12orf5, FR2BP, TIGAR:Q76FK4-3
K09428	Elf1:P32519
K09371	Lmx1a:Q8TE12
K09228	Znf785:A8K8V0
hsa_D3DNS0	D3DNS0:D3DNS0
K04554	Ube2j2:A6NGS0
K03267	GspT1:Q7KZX8
K04648	DctN1:A8MY36
K08891	Fgr:P78453
K04144	Drd1:P21728
K06740	SigLec9:Q9Y336
K00597	MtrR:Q9UBK8
K10499	ZbtB12:Q9Y330
K12621	Lsm2:Q9Y333
K00490	Cyp4f3:Q08477
K04198	EdnRb:P24530
K11649	SmaRcc1:Q92922
K09228	Znf552:Q9H707
K08451	Gpr64:Q8IZP9
K05187	GabRg2:F5HB82
K07981	Kir2dl1:Q6H2H3
K07981	Kir2dl1:Q6H2H2
K14539	LSG1:Q9NXR1
K03376	ST6GALNAC6:Q7Z7K6
K02955	RPS14:Q9NXD2
K11171	AwaT1:Q58HT5
K01537	Atp2c1:B4DSW3
K04926	KcnQ1:Q96AI9
K04454	Mef2c:D7F7N5
K07604	Krt17:Q04695
K06774	Ntm:Q9P121
K06456	Cd6:Q8N4Q7
K09228	Znf331:Q71QC5
K13951	Adh1c:P00326
K13951	Adh1b:P00325
K09228	Znf331:Q71QC6
K08218	MfsD3:Q96ES6
K14156	ChkA:P35790
K08427	Gpr135:Q8IZ08
K11247	Sh3Gl2:Q8IZ09
K09228	Znf677:Q86XU0
K04257	Or52n4:Q8NGI2
K01081	Nt5C1a:Q9BXI3
K00599	MetTl6:Q8TCB7
K04257	Or10v1:Q8NGI7
K11999	TriM22:Q8IYM9
K11221	StaT2:B4DLC7
K03123	Gtf2a2:B2R506
K06818	PodXl2:Q9NZ53
K04257	Or5A2:Q8NGI9
K04257	Or5An1:Q8NGI8
K13514	LpgAt1:Q92604
K09608	Tll1:B7ZLW3
K13207	CelF5:Q8N6W0
K01758	Cth:E9PDV0
K05448	Pgf:Q53XY6
K06821	PlxNb1:O43157
K12488	AsaP2:O43150
K05706	SnaI2:O43623
K14006	Sec23a:B3KXI2
K06058	Dtx1:Q86Y01
K04346	Gna12:Q6ZQV4
K02868	Rpl11:Q5VVD0
K08635	MmeL1:B3KS82
K08895	SrmS:Q9H3Y6
K17725	ETHE1, HSCO, YF13H12:A2VCQ6
K09215	Osr1:Q8TAX0
K05058	LifR:P42702
K05063	Il12rb1:P42701
K13909	Muc7:Q8TAX7
K04453	Max:Q8TAX8
K06551	SirPb1:Q5TFQ8
K01047	Pla2g12a:Q542Y6
K08451	Gpr64:Q499H0
K14552	WDR75:O60784
K11487	PcgF1:Q9BSM1
K08129	Nyx:Q9GZU5
K00418	UqcRq:O14949
K09105	TfeC:O14948
K04992	McoLn1:Q9GZU1
K07992	TyrObp:O43914
K15014	SLC29A1, ENT1:B7Z7R3
K09784	EreG:O14944
K10097	LgaLs14:A8MPV8
K07526	SrgAp2:B3KM24
K00161	PdhA1:B7Z3X5
K06664	Pex2:P28328
K03232	Eef1b2:P24534
hsa_Q6FI97	Q6FI97:Q6FI97
K10401	Kif19:Q2TAC6
K04854	CacNa1g:Q2TAC4
K06793	VcaN:Q6MZK8
K00826	BcaT1:B7Z5L0
K11586	Cbx3:Q13185
K12650	TanK:Q7Z4J6
K06813	Cdh23:Q6P152
K04412	Stk3:Q13188
K01481	PadI1:Q9ULC6
K04358	Fgf17:O60258
K06837	AdaM23:O75077
K11420	EhmT1:Q9H9B1
K11173	AdhFe1:Q8IWW8
K05288	PigO:Q8TEQ8
K07957	Arl9:Q6T311
K07852	RasL11a:Q6T310
hsa_Q562X4	Q562X4:Q562X4
hsa_Q562X6	Q562X6:Q562X6
hsa_Q562X7	Q562X7:Q562X7
K06583	ItgA7:Q4LE35
K10356	Myo1f:Q4LE34
K04803	ChrNa1:Q53SH4
K05757	ArpC1b:A4D275
K08109	Gpc3:C9JLE3
K06252	Tnc:Q4LE33
K04833	Scn1a:P35498
K07607	PrpH:B3KWQ6
K14521	NAT10, ALP, NET43:B4DIH2
K12877	MagOh:P61326
hsa_B3KWQ3	B3KWQ3:B3KWQ3
K08102	Hs6St2:Q96MM7
K13649	FolR4:A6ND01
K04358	Fgf12:P61328
K12669	TusC3:Q13454
K01104	PtpN14:Q15678
K09289	NcoA4:Q96E88
K02957	Rps15a:B2R4W8
K09069	TwiSt1:Q15672
K08423	Gpr101:Q96P66
K01537	Atp2c1:P98194
K10360	Myo9b:Q13459
K04996	KcnJ2:P63252
K09609	AdaMts20:P59510
K05698	PtpRj:Q6P4H4
K01530	Atp8b2:P98198
K05859	PlcG1:A2A284
K05751	Abi2:Q9NYB9
K07430	Cyp7b1:O75881
K12495	IqsEc1:E9PG60
K09586	Erp29:C9J183
K10053	RunX1t1:Q7Z4J5
K13911	Prb1:P04280
K00643	AlaS1:Q5JAM2
K04739	PrkAr1a:B2R5T5
K04257	Or5Ac2:Q9NZP5
K06754	RobO2:Q19AB5
K05194	GlrA2:B7Z4F5
K06640	Atr:Q13535
K10883	Eme2:A4GXA9
K08529	RarG:B7Z4F1
K06712	Btn3a1:B4DRM2
K05150	TnfRsf13b:Q4ACX1
K14158	Slc5a1:P13866
K06808	Cdh13:B7Z9B1
K13676	GxyLt1:Q4G148
K09519	DnaJb13:B3LEP4
K00622	Nat2:P11245
K08957	CsnK1a1:P48729
K00605	Amt:P48728
K08650	Klk8:O60259
K13209	EwsR1:Q9BWA2
K00020	HibAdh:P31937
K00414	UqcRc1:P31930
K07605	Krt71:Q3SY84
K02649	Pik3r1:E7EX19
K05504	Gdf15:Q99988
K11664	Vps72:Q15906
K05202	GriK2:D7RWZ3
K10640	Rnf25:Q96BH1
K03108	Srp72:Q7Z3C0
K04840	Scn8a:Q9UQD0
K04631	GnaT3:A8MTJ3
K09401	FoxI3:A8MTJ6
K07413	Cyp2c18:P33260
K07413	Cyp2c19:P33261
K07374	TubAl3:A6NHL2
K08625	AdaMts10:Q6ZN14
K00129	AldH3a1:A8K828
K13986	Map3k15:Q6ZN16
K01940	Ass1:P00966
K01104	PtpRo:Q9UBT5
K07905	Rab11b:Q15907
K08066	NfyC:B4DUS6
K12298	Cel:P19835
K01185	LyzL6:O75951
K10252	Bco2:Q9BYV7
K10654	TriM55:Q9BYV6
K00827	AgxT2:Q9BYV1
K11343	C20Orf20:Q9NV56
K01267	DnpEp:Q9NV55
K10653	TriM54:Q9BYV2
K04260	PtgEr3:B1AK19
K11972	Rnf19a:Q9NV58
K09042	BacH2:Q9BYV9
K02580	NfkB1:P19838
K05078	CrlF2:D0E2W4
K09520	DnaJb14:Q8TBM8
K06238	Col6a3:P12111
K06238	Col6a2:P12110
K09061	C2oRf3:A4UHR0
K03662	Atp6ap1:Q15904
K03386	PrdX2:A8K0C0
K10956	Sec61a1:B3KNF6
K05103	EphA2:P29317
K01783	Rpe:Q96AT9
K11429	Suv420h2:Q86Y97
hsa_P61160	ARP2:P61160
K08864	Tlk2:Q86UE8
K02906	MRPL3, COXPD9, MRL3, RPML3:Q96AT1
K03260	Eif4g1:B4DSI9
K12343	Srd5a1:P18405
K06237	Col4a6:Q9BS57
K10494	ZbtB7c:A1YPR0
K12472	Eps15:B7Z240
K13755	Pde1b:Q7Z364
K10648	TriM5:Q9C035
K11998	TriM4:Q9C037
K11999	TriM6:Q9C030
K10278	FbxL12:Q9NXK8
K05698	PtpRj:Q12913
K05507	Xcl2:Q9UBD3
K07204	RptOr:Q6DKI0
K02605	Orc3:Q9UBD5
K05680	AbcG4:Q9H172
K08558	Nr4A2:F1D8N6
K05421	ClcF1:Q9UBD9
K04565	Sod1:P00441
K06087	CldN19:F5H5P9
K03883	Nd5:P03915
K07909	Rab17:Q6PJZ0
K01080	PpaP2c:O43688
K04667	InhBb:P09529
K13207	CelF6:B4DJB6
K04920	KcnK10:B5TJL4
K13215	NriP2:A2RRE3
K00670	Naa30:Q147X3
K00555	TrmT1:Q9NXH9
K10078	ChoDl:B4DJB8
K04710	CERS6:Q86WR7
K04924	KcnK16:B5TJL9
K04922	KcnK13:B5TJL8
hsa_P61163	ActZ:P61163
K09080	NeuRod6:Q548T9
K09320	Evx1:P49640
K04200	Mc2R:A8K016
K04257	Or7C2:O60412
K04660	Dcn:P07585
K04902	KcnG3:Q8TAE7
K11822	SulT2a1:A8K015
K03022	PolR3h:Q6ZPA8
K12315	ActG2:B4E315
K10433	Map7:B7Z3E1
K09032	Atf3:Q8WYM6
K10669	TrpT1:Q86TN4
K06821	PlxNb3:B7Z3E6
K00444	Wnt5b:Q9H1J7
K00714	Wnt8a:Q9H1J5
K04297	Ltb4r2:B4E292
K14328	Upf3a:Q9H1J1
hsa_B3KPP5	B3KPP5:B3KPP5
K08991	Mus81:Q53ES5
K06771	Mag:Q53ES7
K08668	Klk7:B4DHX9
K08519	StxBp6:Q8NFX7
K12488	AsaP1:B2RNV3
K02934	Rpl6:Q8TBK5
K01542	Atp4a:P20648
K06756	NrcAm:Q14BM2
